"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CHRNA9",62.3024041214644,-3.11206508533929,0.311217334558318,-9.99965213941557,1.52933322168204e-23,3.1401235602242e-20
"SLC26A9",15.5974152951523,-1.63171456530011,0.249730024699755,-6.5339142430386,6.40726419073043e-11,6.52637573391058e-09
"DES",230.83453510751,2.07436507218404,0.234017057969166,8.86416182728593,7.70817311113411e-19,6.83434657753554e-16
"CALCB",4.839402026905,-1.78875860728928,0.318599679265984,-5.61443944768045,1.97200468647054e-08,7.975787539554e-07
"KCNE5",13.0943774616785,-1.52988534409773,0.208310989412963,-7.3442373271284,2.06935657134007e-13,4.92254503421457e-11
"TCERG1L",15.6605709681445,-1.80695247280179,0.260140125360375,-6.94607366048818,3.75592711832118e-12,6.18254129704414e-10
"SOX11",528.226214177971,-1.79161172921527,0.241522089108901,-7.4180036112864,1.18898859802819e-13,2.99256923782425e-11
"ZDHHC22",6.61776233453445,-1.55705793411037,0.306156466864554,-5.08582408876318,3.66033202912008e-07,9.06071529949444e-06
"PGBD5",381.171069331005,-1.66910200477892,0.190369235598727,-8.7677087084447,1.82338828334679e-18,1.39478477862598e-15
"GLDC",468.259524280766,-2.14908687465095,0.298382184807942,-7.20246376650886,5.91341595855539e-13,1.24029130846862e-10
"PSAPL1",3.97827858697601,-2.92480514833865,0.580874830296254,-5.03517280452135,4.77417951990207e-07,1.13015953537876e-05
"ZFP42",5.86835855931688,-2.39843863829226,0.386476367541382,-6.2059128053553,5.43803249731712e-10,4.04863595010182e-08
"ADGRD2",30.9503594154207,1.76707726416871,0.337526906976059,5.23536710006366,1.64657267954415e-07,4.67511596611182e-06
"AGTR2",2.75242708942606,2.20750496173467,0.469250517748786,4.70432078013489,2.54712500407827e-06,4.51264489823349e-05
"BPIFA4P",10.325466720035,1.84436823810501,0.488997353235778,3.77173460326629,0.000162116635613676,0.00140294902141986
"PGPEP1L",5.08889274789955,-1.71635027804951,0.289706614010909,-5.92444285025846,3.1335796010424e-09,1.7463886770838e-07
"MARCHF11",23.5895292879096,1.54454875666853,0.37861168351429,4.07950632249897,4.51314424472451e-05,0.000495823101310032
"S100A7A",31.3521125487233,1.50130352969078,0.526645553304386,2.85069060257132,0.00436243954560581,0.0200008804269801
"CLDN6",16.659640731027,-2.60856510957278,0.251238935909531,-10.3828059139372,2.96917803224351e-25,8.27382667099171e-22
"NPY2R",60.8668957930239,1.83388403679071,0.427940434946643,4.28537218507844,1.82433510739555e-05,0.000234115003979327
"DLK1",80.0109973091111,-2.2664224256672,0.404949091906365,-5.59680826791743,2.18333933748132e-08,8.71425068139487e-07
"PRAME",1012.3043408969,-2.58383596761204,0.378208711139081,-6.83177275274832,8.38716393619083e-12,1.230075336386e-09
"KLHL34",9.77496005285894,-1.60685795551496,0.272226539381133,-5.90264990021883,3.5770884547204e-09,1.92747755242475e-07
"LEMD1",28.0986389428837,-1.77123689530653,0.302847906591295,-5.84860207634482,4.95721396152778e-09,2.55191293982783e-07
"TRDN",21.7877187503352,1.64673335444731,0.24753162856151,6.65261794630868,2.87924912105803e-11,3.36303193744659e-09
"KLK12",51.5243937931793,1.94637836060085,0.376692066348023,5.1670277515285,2.37845959194001e-07,6.32936327426765e-06
