"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_reg"
"ENSG00000102854",566.736098811686,-4.16592394504962,0.291746055374626,-14.2792811361245,2.94624871422031e-46,5.70128588688772e-42,"MSLN","Down"
"ENSG00000103355",8.44810910759304,-3.39002037279134,0.413016014841235,-8.2079634953005,2.24971584859296e-16,1.18759543196994e-13,"PRSS33","Down"
"ENSG00000105141",209.357297563418,-2.20374573380817,0.3923419452103,-5.61690066716403,1.94413111575321e-08,8.03864983353427e-07,"CASP14","Down"
"ENSG00000105143",12.3035090302428,-1.75986415056273,0.333843048105095,-5.27153151923271,1.35290047983751e-07,4.03078940497853e-06,"SLC1A6","Down"
"ENSG00000107159",128.836251445254,-2.38378521058391,0.303874473666603,-7.84463789215571,4.34204553727623e-15,1.5705219288193e-12,"CA9","Down"
"ENSG00000108688",18.8765024615222,-1.53902588824322,0.32513951503025,-4.73343231781606,2.20754597523529e-06,4.02622263588861e-05,"CCL7","Down"
"ENSG00000109181",3.08468191828068,-1.52471257154085,0.43789255901864,-3.48193304530654,0.000497808146009814,0.00342875438100584,"UGT2B10","Down"
"ENSG00000109208",1.34737027419165,-2.00266485750606,0.741909320842198,-2.69933912574744,0.00694773375616393,0.0280855642188277,"SMR3A","Down"
"ENSG00000110148",18.9227388544364,-3.45801713927662,0.362298207409046,-9.5446708500338,1.36540492421288e-21,2.51637625604224e-18,"CCKBR","Down"
"ENSG00000112238",3.23063209264474,-3.57328855534966,0.551390555750959,-6.48050373384265,9.14168918792751e-11,9.14216162664523e-09,"PRDM13","Down"
"ENSG00000112333",3.50089039051142,-1.59428512829886,0.35538033623141,-4.48613771151571,7.25258745509714e-06,0.000109132830360486,"NR2E1","Down"
"ENSG00000115592",7.60608275302773,-1.94434103005728,0.29689070004483,-6.54901291877345,5.79186217140787e-11,6.26135893178288e-09,"PRKAG3","Down"
"ENSG00000115596",100.572394367167,-2.06383845707078,0.263342983470768,-7.83707403125046,4.61166184480464e-15,1.65259756220027e-12,"WNT6","Down"
"ENSG00000115850",17.3316034554267,-2.05878804511578,0.249397823023271,-8.25503615131267,1.51856267940075e-16,8.27766377720674e-14,"LCT","Down"
"ENSG00000116996",1.94462264109403,-1.53614258611197,0.408452904538413,-3.7608805545108,0.00016931627130063,0.00143703472190285,"ZP4","Down"
"ENSG00000117148",43.3618058776756,-2.07734220056814,0.352088269660174,-5.90006080740245,3.63367628654115e-09,2.00614179232119e-07,"ACTL8","Down"
"ENSG00000120289",4.70014574061475,-2.23968151503849,0.513764692866856,-4.3593527272979,1.30447707717397e-05,0.000177517130241867,"MAGEB4","Down"
"ENSG00000120563",1.62458376076682,-1.76374673324271,0.384520610188164,-4.58687177360825,4.49936830317424e-06,7.32579153036308e-05,"LYZL1","Down"
"ENSG00000124102",101.85535808988,-2.34560461680899,0.302936033214487,-7.74290397850504,9.71714274680538e-15,3.27019877032054e-12,"PI3","Down"
"ENSG00000125798",2.80170526851345,-2.5717651172965,0.520484467451226,-4.94109868425132,7.76835749975662e-07,1.70437058931735e-05,"FOXA2","Down"
"ENSG00000127928",20.3164120426453,-1.61508826550563,0.561268810883477,-2.87756638920194,0.00400755573787547,0.0183312164244482,"GNGT1","Down"
"ENSG00000129988",410.487927658164,-1.67641084424881,0.278764865935621,-6.01370921913797,1.81325642709639e-09,1.12643098300938e-07,"LBP","Down"
"ENSG00000130234",45.0546473006614,-1.74864730476714,0.251222504869544,-6.96055198428653,3.38942060382046e-12,5.93562697778549e-10,"ACE2","Down"
"ENSG00000130294",687.226969116386,-3.53879228998456,0.310291048849877,-11.4047514522299,3.95906435240651e-30,2.18891012238338e-26,"KIF1A","Down"
"ENSG00000131686",14.5207723941382,-2.07567128752431,0.363216642535864,-5.71469212708049,1.0990281618918e-08,5.00924076792773e-07,"CA6","Down"
"ENSG00000131737",1.04086291917826,-1.95317468211778,0.472511320791713,-4.13360399248244,3.57118596164397e-05,0.000405801112311108,"KRT34","Down"
"ENSG00000132437",24.0313661382374,-2.67570224376483,0.309118668159311,-8.65590635369148,4.8901002260388e-18,3.71091488133634e-15,"DDC","Down"
"ENSG00000134824",6921.16612317816,-1.51663161224378,0.20147891111526,-7.52749557682573,5.17227600388571e-14,1.47189283751753e-11,"FADS2","Down"
"ENSG00000135220",0.740053554576898,-1.57977186643056,0.495789399124146,-3.18637685521586,0.00144066804010589,0.00809358898071971,"UGT2A3","Down"
"ENSG00000135226",59.5441413363955,-1.7421305955045,0.369253571783474,-4.71797899500363,2.38199080469948e-06,4.28183038195446e-05,"UGT2B28","Down"
"ENSG00000135374",1356.85005726414,-1.84091962083796,0.279775705595161,-6.57998383713059,4.70499412071241e-11,5.32434744034537e-09,"ELF5","Down"
"ENSG00000135413",24.1331039554625,-1.6740484770458,0.545659113551718,-3.06793827037791,0.00215541137441214,0.0111896352800132,"LACRT","Down"
"ENSG00000135443",2.68364817501217,-2.18784150900235,0.326607133726405,-6.69869480204031,2.10289261493908e-11,2.7219448154974e-09,"KRT85","Down"
"ENSG00000136099",14.6449383708448,-1.64950092230482,0.298782867269858,-5.520734630393,3.37585285180282e-08,1.27927332777716e-06,"PCDH8","Down"
"ENSG00000136352",1.52288319664632,-1.82464560694593,0.696990195521625,-2.61789278912364,0.00884745977189947,0.0340034149048712,"NKX2-1","Down"
"ENSG00000136694",0.632865547093715,-2.00497904081004,0.801521656435194,-2.50146583652809,0.0123680374653449,0.0440154285962095,"IL36A","Down"
"ENSG00000136928",72.4826584627859,-3.74492996645317,0.349291631685877,-10.721499248001,8.06847302851201e-27,3.4696227016608e-23,"GABBR2","Down"
"ENSG00000137090",2.85675058102792,-1.91003033453163,0.411984232111254,-4.63617339125697,3.54918279998169e-06,5.97739219864627e-05,"DMRT1","Down"
"ENSG00000137648",362.632345796764,-1.60765303550197,0.299780465529146,-5.36276782633012,8.19563198732608e-08,2.6165819848646e-06,"TMPRSS4","Down"
"ENSG00000138136",2.36278741645792,-2.04922193053559,0.525576441546349,-3.8989988297542,9.65912414452295e-05,0.000915904635813844,"LBX1","Down"
"ENSG00000138622",17.7055783364703,-1.65620994447107,0.270713492514565,-6.11794384198254,9.47904574220437e-10,6.50457497012045e-08,"HCN4","Down"
"ENSG00000140522",3.63314176827884,-2.10874952057561,0.310742989910379,-6.78615315242927,1.15162899394154e-11,1.65713439186493e-09,"RLBP1","Down"
"ENSG00000140600",9.51052568087393,-2.45073198244054,0.305066344294442,-8.03343937564991,9.47774977001056e-16,4.31538672469351e-13,"SH3GL3","Down"
"ENSG00000142449",140.284354338288,-2.3965117289724,0.268912885389271,-8.91185160392472,5.01872780906078e-19,5.11144220174396e-16,"FBN3","Down"
"ENSG00000142619",88.4255215458699,-1.53078553919859,0.309883981606933,-4.93986662769902,7.81760241452031e-07,1.7132324385434e-05,"PADI3","Down"
"ENSG00000142698",2.9468167109782,-3.11315741376785,0.505259910778968,-6.16149697878907,7.20604460506932e-10,5.17418067356944e-08,"C1orf94","Down"
"ENSG00000143032",0.754757226061688,-1.86300804981324,0.511362460673444,-3.64322411809371,0.000269244209469376,0.0020830388285797,"BARHL2","Down"
"ENSG00000143452",92.8498648993214,-4.95202517142292,0.323065169930971,-15.3282545824454,4.95112443942108e-53,1.91618418054475e-48,"HORMAD1","Down"
"ENSG00000143536",0.655184593305602,-2.09410595950092,0.748189781002376,-2.79889676746904,0.0051277528278667,0.0221588086136777,"CRNN","Down"
"ENSG00000143546",794.481996755803,-1.68140463284499,0.27057775981097,-6.21412725872092,5.16106892271009e-10,3.93196239068358e-08,"S100A8","Down"
"ENSG00000144015",1.63971315173078,-2.74823127167528,0.645203503812639,-4.25947976946098,2.04903242461456e-05,0.000257055600964126,"TRIM43","Down"
"ENSG00000144285",11.7001054442778,-1.90356575008122,0.399724808173123,-4.76219066507569,1.9150261394858e-06,3.58912066103531e-05,"SCN1A","Down"
"ENSG00000146857",4.97042369165934,-2.31134449132922,0.470346177898334,-4.91413473722075,8.91754093480267e-07,1.90677717822504e-05,"STRA8","Down"
"ENSG00000147381",16.6053808380492,-3.49977281099749,0.760955115836723,-4.59918428585534,4.24148455400112e-06,6.97044310866035e-05,"MAGEA4","Down"
"ENSG00000147485",194.621966947268,-1.80266933150831,0.204755227197891,-8.80402105566793,1.31999610214498e-18,1.18805788709802e-15,"PXDNL","Down"
"ENSG00000148482",6.80585373537389,-1.74934504172594,0.337768303285753,-5.17912730326857,2.2292630835691e-07,6.06729534882499e-06,"SLC39A12","Down"
"ENSG00000148604",8.88369118436377,-2.19380050270302,0.357925667280445,-6.12920699253489,8.83181625349125e-10,6.12560847029782e-08,"RGR","Down"
"ENSG00000148677",36.6729656026455,-2.39287342245085,0.253885069473001,-9.42502616407426,4.29998350616254e-21,6.93408173564594e-18,"ANKRD1","Down"
"ENSG00000148798",9.37054691441488,-1.95943200725483,0.247437663703163,-7.91889148131241,2.39637378175631e-15,9.56128434036422e-13,"INA","Down"
"ENSG00000150361",10.258934926473,-3.0424170504031,0.811536793837675,-3.74895762398624,0.000177571083375757,0.00149452496258562,"KLHL1","Down"
"ENSG00000152192",11.2343534851118,-4.00550059072283,0.412960480849257,-9.69947676950947,3.03048705313634e-22,6.17294262792014e-19,"POU4F1","Down"
"ENSG00000153002",21229.9614428785,-5.36738223266253,0.392171258331025,-13.6863222855868,1.22557190232327e-42,1.18580209409288e-38,"CPB1","Down"
"ENSG00000154645",92.6900127574221,-2.27531558261805,0.219231401903544,-10.3786025307594,3.10283735683328e-25,1.09169101258329e-21,"CHODL","Down"
"ENSG00000155622",2.85411163039514,-3.18359551090802,0.554343336305163,-5.74300312172503,9.30120115146356e-09,4.40067343476703e-07,"XAGE2","Down"
"ENSG00000155918",23.6464182736953,-2.43087121310932,0.315227575902871,-7.71148020964486,1.24366746236308e-14,3.97788579573354e-12,"RAET1L","Down"
"ENSG00000156096",31.170524562092,-1.78711427876458,0.363199772594323,-4.92047190998851,8.63357910401564e-07,1.85734729562876e-05,"UGT2B4","Down"
"ENSG00000156219",125.339094764614,-4.39191483525802,0.308584089203742,-14.2324733805646,5.76076463691651e-46,7.43177043259809e-42,"ART3","Down"
"ENSG00000156222",14.7833041813017,-1.50976946757337,0.234864549347428,-6.42825608108275,1.29076164272135e-10,1.22739698026048e-08,"SLC28A1","Down"
"ENSG00000158164",108.408352765051,-1.71979375057252,0.212361310651282,-8.09843255015781,5.56718159585285e-16,2.69326327653371e-13,"TMSB15A","Down"
"ENSG00000161634",198.696853722931,-2.62405035993037,0.509101571268982,-5.15427668665349,2.5461177383268e-07,6.73546471009733e-06,"DCD","Down"
"ENSG00000163064",512.888390806341,-2.38294041355427,0.241502463509759,-9.86714743577754,5.77845245843194e-23,1.39773541903896e-19,"EN1","Down"
"ENSG00000163216",1.57204502892375,-2.41721417425053,0.904821910680545,-2.67148059271959,0.00755174392105324,0.0300069397569407,"SPRR2D","Down"
"ENSG00000163377",5.90222756521645,-1.6203663984205,0.326508203613846,-4.96271266842922,6.95153835906443e-07,1.55873949926137e-05,"TAFA4","Down"
"ENSG00000164326",38.9788057499605,-2.08079696677714,0.565597900092053,-3.67893333132688,0.00023421147751937,0.00185899356090128,"CARTPT","Down"
"ENSG00000164434",161.164641091677,-1.70479712349365,0.323866082990273,-5.26389521172815,1.41034855012339e-07,4.16031323070698e-06,"FABP7","Down"
"ENSG00000164438",1.20058429424596,-3.02287655708569,0.770112406149536,-3.92524069596501,8.66430587851651e-05,0.000835391046612721,"TLX3","Down"
"ENSG00000164458",0.752902867609914,-1.63997468997236,0.574801682705818,-2.85311393357854,0.00432930967066652,0.0194874322952007,"TBXT","Down"
"ENSG00000164794",1.89123901608786,-2.10957849213123,0.449557708191761,-4.6925643887111,2.69801578286029e-06,4.75928016537188e-05,"KCNV1","Down"
"ENSG00000165553",4.25033823254316,-1.50584297688462,0.314294596273264,-4.79118315981279,1.65800682916304e-06,3.2020050051032e-05,"NGB","Down"
"ENSG00000166111",3.29597800752217,-1.79218484534497,0.36193843560962,-4.9516289761444,7.35948180170883e-07,1.63504110365795e-05,"SVOP","Down"
"ENSG00000166342",53.4345122950343,-1.53429260269693,0.24991787574842,-6.13918711537637,8.29448206029183e-10,5.80493751713227e-08,"NETO1","Down"
"ENSG00000166407",10.8679120922167,-1.5387151927951,0.301997964706535,-5.09511775779792,3.48524550715535e-07,8.72483645652822e-06,"LMO1","Down"
"ENSG00000166426",713.577329302769,-1.77702125020184,0.319020908834839,-5.57023442974964,2.54396806043867e-08,1.00981181410356e-06,"CRABP1","Down"
"ENSG00000166535",326.303051878416,-2.97746727516095,0.296647956503116,-10.0370395611664,1.04771408232253e-23,3.11912541646512e-20,"A2ML1","Down"
"ENSG00000167165",3.46377969628028,-3.26746045703947,0.594302076575438,-5.49797920254232,3.84168225735497e-08,1.42278264807801e-06,"UGT1A6","Down"
"ENSG00000167656",52.8774615130703,-1.80621973109315,0.301813298833019,-5.98455978605654,2.16975882323894e-09,1.31620699023501e-07,"LY6D","Down"
"ENSG00000167771",204.73490916316,-1.58732175501004,0.169608855379796,-9.35871981127186,8.07086235973208e-21,1.20137890402443e-17,"RCOR2","Down"
"ENSG00000167941",2.48054682613617,-1.54937898013632,0.319426975464101,-4.85049510262933,1.23153674851375e-06,2.48892612224434e-05,"SOST","Down"
"ENSG00000168333",1.18225990853562,-2.13249520350168,0.718541620391296,-2.96781027428918,0.00299929399432306,0.0146157990642522,"PPDPFL","Down"
"ENSG00000168484",1.62348064179318,-1.61546806676698,0.465407038526603,-3.47108645344357,0.000518357082097423,0.00354818814844967,"SFTPC","Down"
"ENSG00000169213",448.274291745231,-1.59829338229575,0.231751930128683,-6.89656988577518,5.3273163672113e-12,8.84883253406918e-10,"RAB3B","Down"
"ENSG00000169245",3250.52078234664,-1.53100471979708,0.216418454715023,-7.07427987975001,1.5022681702945e-12,2.95130876785471e-10,"CXCL10","Down"
"ENSG00000169474",6.07439899919747,-1.87010606337719,0.49359219917243,-3.78876746130239,0.000151396541380605,0.00131582055794121,"SPRR1A","Down"
"ENSG00000169548",1.59728030425435,-1.95477473207691,0.508206850160416,-3.84641555197433,0.000119858415070042,0.00108661522137286,"ZNF280A","Down"
"ENSG00000170454",34.5421107990901,-1.71941618530438,0.320627980387173,-5.36265170378487,8.20090421074043e-08,2.6165819848646e-06,"KRT75","Down"
"ENSG00000170465",20.6732810349732,-1.8557651673415,0.321846219802856,-5.76599957730816,8.11752624251802e-09,3.89782258855996e-07,"KRT6C","Down"
"ENSG00000170523",21.524768722053,-1.81154509332045,0.299280283819515,-6.05300513017732,1.42168338089394e-09,9.23187755157002e-08,"KRT83","Down"
"ENSG00000171360",1.5301153474974,-2.41980470821083,0.520941784115945,-4.6450578202655,3.39981221928605e-06,5.7760988810715e-05,"KRT38","Down"
"ENSG00000171431",10.898460290634,-3.26845841061258,0.450111699371619,-7.26143847221818,3.82995212286401e-13,9.038219942627e-11,"KRT20","Down"
"ENSG00000171450",4.14585554505319,-1.59770985126656,0.356441357822818,-4.48239188916107,7.38110380813801e-06,0.0001105987266752,"CDK5R2","Down"
"ENSG00000171560",22.2287765940923,-1.78119110649206,0.561993067360331,-3.16941828990574,0.00152744398925632,0.00848258534541515,"FGA","Down"
"ENSG00000171564",108.769614609393,-1.82768413917063,0.44363521702352,-4.11979046982137,3.79217090042582e-05,0.000426889465352764,"FGB","Down"
"ENSG00000173237",5.86528145657798,-3.32610756578969,0.492278758588936,-6.7565530865553,1.41313218603071e-11,1.96730366416405e-09,"C11orf86","Down"
"ENSG00000174015",9.02103857724371,-2.1618643804031,0.370703605328691,-5.83178676799283,5.48369680513068e-09,2.82596582892367e-07,"CBY2","Down"
"ENSG00000174343",59.3700953870085,-3.03816524622509,0.310996094983071,-9.7691427488518,1.52738940327022e-22,3.28405692696468e-19,"CHRNA9","Down"
"ENSG00000174502",15.6620596083241,-1.64247226781382,0.248936501236622,-6.59795674661869,4.16862836315364e-11,4.844872519843e-09,"SLC26A9","Down"
"ENSG00000175868",4.3762685720569,-1.59862229365901,0.314563309404237,-5.08203673431177,3.7340917411356e-07,9.24020579062852e-06,"CALCB","Down"
"ENSG00000176076",13.122452308006,-1.53667140008882,0.208788903245353,-7.35992850291972,1.84008757658466e-13,4.59452060574062e-11,"KCNE5","Down"
"ENSG00000176769",14.299149329719,-1.63932837480502,0.255889479383187,-6.40639223916734,1.4900333583769e-10,1.37959978554791e-08,"TCERG1L","Down"
"ENSG00000176887",529.630467452392,-1.7997825843109,0.2421002475956,-7.43403859428191,1.0533121587625e-13,2.77314878696777e-11,"SOX11","Down"
"ENSG00000177614",381.010561227017,-1.6710843036427,0.191006292085161,-8.74884426790319,2.15548883805497e-18,1.85381620023119e-15,"PGBD5","Down"
"ENSG00000178445",414.426699273105,-1.93424940824168,0.295026282391097,-6.55619354508076,5.51985815950281e-11,6.06257791215653e-09,"GLDC","Down"
"ENSG00000178597",3.97323671999708,-2.92569619280188,0.585364878703049,-4.99807265390459,5.79061688512447e-07,1.33556885988133e-05,"PSAPL1","Down"
"ENSG00000179059",5.87703101288711,-2.40432243243393,0.388163012130948,-6.1941049437828,5.86171636967826e-10,4.36269513344784e-08,"ZFP42","Down"
"ENSG00000183571",5.05431458660975,-1.70631014988401,0.290759468589463,-5.86845944574631,4.3986295498616e-09,2.33519562193064e-07,"PGPEP1L","Down"
"ENSG00000184697",16.7289514939268,-2.61936664597872,0.250408874407442,-10.4603586920675,1.31357448014245e-25,5.08379595304729e-22,"CLDN6","Down"
"ENSG00000185559",80.3504810722839,-2.27763731915104,0.405815201134166,-5.61249877477616,1.99425622644875e-08,8.21956384196162e-07,"DLK1","Down"
"ENSG00000185686",984.20587883363,-2.54028328051422,0.379068891940459,-6.70137627888818,2.06465623551651e-11,2.68142032305235e-09,"PRAME","Down"
"ENSG00000185915",9.81165050476174,-1.61667932378009,0.272493627317625,-5.93290690756466,2.97617616695807e-09,1.70399961597248e-07,"KLHL34","Down"
"ENSG00000186007",28.2044080157744,-1.78122967819246,0.303350150477763,-5.87186020968543,4.30932052899224e-09,2.29723585555176e-07,"LEMD1","Down"
"ENSG00000186684",53.4523463512038,-1.74903262975593,0.221766909664371,-7.88680616239353,3.10018377183219e-15,1.1536856955524e-12,"CYP27C1","Down"
"ENSG00000187122",86.4304675997821,-1.82637103029332,0.213596775252681,-8.55055526064359,1.2249776654339e-17,8.17398027717637e-15,"SLIT1","Down"
"ENSG00000187533",1.6213937528826,-2.19697638601574,0.582523745571525,-3.77147953661571,0.000162282468223157,0.00138952568256032,"PRR27","Down"
"ENSG00000187689",13.6740435767496,-2.77851066256867,0.410680852523503,-6.76562017804242,1.32739358529326e-11,1.86810225035802e-09,"AMTN","Down"
"ENSG00000187772",2.32291841308719,-3.95182184381911,0.748188634006696,-5.28185228189892,1.27884293785518e-07,3.83970359820568e-06,"LIN28B","Down"
"ENSG00000187957",55.0816268580508,-2.09800081358862,0.275911967467832,-7.60387754414177,2.87387203295778e-14,8.55573810919477e-12,"DNER","Down"
"ENSG00000188763",40.2746928792442,-2.32071504963069,0.231937026997859,-10.0057980378101,1.43728137133168e-23,3.78586561392439e-20,"FZD9","Down"
"ENSG00000196196",217.603444133301,-1.84644889503924,0.238696240885022,-7.73555917006947,1.0294960475046e-14,3.43478931297611e-12,"HRCT1","Down"
"ENSG00000196228",9.09582151181114,-2.36214834434156,0.879120601203659,-2.68694459111457,0.00721089134151131,0.028910796301582,"SULT1C3","Down"
"ENSG00000196611",1204.80651429766,-2.74624878158854,0.271786740438173,-10.1044251723283,5.28043240884083e-24,1.70302745905798e-20,"MMP1","Down"
"ENSG00000196754",560.820407640834,-1.62962705200865,0.238547119362235,-6.83146816597709,8.40499445662248e-12,1.2857316026095e-09,"S100A2","Down"
"ENSG00000197106",93.1737331866195,-1.95902362088481,0.205191224019479,-9.54730705587505,1.33111300089769e-21,2.51637625604224e-18,"SLC6A17","Down"
"ENSG00000197172",12.4938515571734,-3.91057226166477,1.00417631984641,-3.89430838427148,9.84793014047662e-05,0.000929369890994211,"MAGEA6","Down"
"ENSG00000197446",3.56251443050319,-1.54656599661188,0.325864221733316,-4.74604419099919,2.07433411621412e-06,3.83202286232549e-05,"CYP2F1","Down"
"ENSG00000198077",96.0640777379186,-2.04949260875045,0.354437243720524,-5.78238502036906,7.36489061322781e-09,3.59440096485678e-07,"CYP2A7","Down"
"ENSG00000198729",313.77110535143,-2.01114115766174,0.241343160920739,-8.33311849396982,7.8740283500784e-17,4.71922626263818e-14,"PPP1R14C","Down"
"ENSG00000198732",294.196607940206,-1.66008574968065,0.224570499828783,-7.39226991499922,1.44343135217364e-13,3.69958146965723e-11,"SMOC1","Down"
"ENSG00000203688",42.5876935332869,-3.75455035499637,0.277184217090471,-13.54532517907,8.44391446384276e-42,6.53592755159285e-38,"LINC02487","Down"
"ENSG00000204019",15.3260473634325,-6.03840638718786,0.989534605105706,-6.10226904246851,1.04573154783014e-09,7.03859171549951e-08,"CT83","Down"
"ENSG00000204544",4.40583667056624,-1.99491564864712,0.369627778536321,-5.39709341258583,6.77291302380909e-08,2.24614635687626e-06,"MUC21","Down"
"ENSG00000204610",2.75389852325473,-1.84088999008638,0.359482649004588,-5.1209425411319,3.04012276813369e-07,7.78681875395832e-06,"TRIM15","Down"
"ENSG00000204710",86.0283546110255,-3.06572813877597,0.428240495618741,-7.15889358932876,8.13307844639489e-13,1.75847151973394e-10,"SPDYC","Down"
"ENSG00000205002",2451.25683749974,-1.56206108754327,0.210218255267882,-7.43066336247881,1.08054392242962e-13,2.82562235715347e-11,"AARD","Down"
"ENSG00000205334",3.53113795419669,-1.50700329927653,0.29696557060598,-5.07467345861467,3.88162003168339e-07,9.56247348607324e-06,"LINC01460","Down"
"ENSG00000205426",1524.79463745248,-2.27715890637273,0.28708265462069,-7.9320671929185,2.1552776223223e-15,8.68891193115811e-13,"KRT81","Down"
"ENSG00000206043",0.801822979312784,-1.5009641383732,0.404043524920966,-3.71485754824756,0.000203318199550306,0.00166219285149893,"C18orf63","Down"
"ENSG00000206931",0.558421189087255,-2.02276680306907,0.782238452671294,-2.58586981522253,0.00971336100794611,0.036547394296085,"RNU6-1042P","Down"
"ENSG00000207296",0.811828997905699,-2.93220683784485,1.02814584499278,-2.85193667039079,0.00434537569016644,0.0195415675064864,"RNU6-140P","Down"
"ENSG00000211452",735.090651985061,-1.58437716897468,0.29887101353695,-5.30120720047278,1.15039434421116e-07,3.50295530367115e-06,"DIO1","Down"
"ENSG00000213759",2655.28147857629,-2.53968714726381,0.454169446043544,-5.59193747925596,2.2454968248253e-08,9.08100502762682e-07,"UGT2B11","Down"
"ENSG00000213886",676.477769887359,-1.65835145501184,0.238960496113148,-6.93985609331266,3.92499560125314e-12,6.78148123927227e-10,"UBD","Down"
"ENSG00000214107",2.15371590792456,-1.93340347417445,0.679000552415133,-2.84742548043228,0.00440744116143861,0.0197381147685717,"MAGEB1","Down"
"ENSG00000214381",0.525746867406782,-1.905960565419,0.666049133891237,-2.86159153797539,0.00421519760908732,0.0190892321398195,"LINC00488","Down"
