"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000263680.2",1.63494706272194,-1.58462650106707,0.350910825127262,-4.51575268586367,6.30922635824927e-06,9.70893353944187e-05
"ENSG00000263893.2",2.74474620147529,-2.00902059365506,0.381845170553777,-5.26134870513472,1.43002532557299e-07,4.1959696853924e-06
"ENSG00000264026.1",0.853996875824972,-1.93969289166618,0.521596313503758,-3.71876265504359,0.000200201051384169,0.00163947970602414
"ENSG00000264464.1",0.503444329834217,-1.74573574311266,0.585312579188931,-2.98257000649419,0.00285839268866544,0.0140583954551696
"ENSG00000264829.1",1.36414025758908,1.64488215282773,0.386450789613852,4.2563819172716,2.07761686301078e-05,0.000259715529173913
"ENSG00000265417.1",0.852334962054077,-1.75112018688754,0.416960513869763,-4.19972666149031,2.67237393553352e-05,0.000318921418603201
"ENSG00000265992.1",3.99653299302046,1.68356231473774,0.38842329532473,4.33434949706156,1.46191762662316e-05,0.000194630670744994
"ENSG00000266278.1",3.18652426833528,-1.5732097118163,0.336444740748154,-4.67598247580849,2.92549590142572e-06,5.08636758207449e-05
"ENSG00000266560.4",0.652532463840873,-1.55006580099297,0.577174848154119,-2.68560871276752,0.00723978182577121,0.0290025914730356
"ENSG00000266602.1",2.45541441987933,-1.85617853663224,0.660423763579854,-2.81058713964311,0.00494511959943825,0.0215258147269665
"ENSG00000266869.1",1.40938408512152,-3.0377835153111,0.72999749307858,-4.16136157194187,3.16355739342685e-05,0.000367124432504966
"ENSG00000267038.1",2.90146677102486,-1.98481201683846,0.494332656716845,-4.01513432274688,5.94119485788721e-05,0.000615131416238498
"ENSG00000267978.4",0.958733011068319,-2.49043173080429,1.01454720732634,-2.45472237547959,0.0140993429752506,0.0487861217548635
"ENSG00000268390.1",1.27027840886957,2.23611401210499,0.550160159914044,4.0644782647554,4.81400245053861e-05,0.000518540280658908
"ENSG00000268673.3",0.720526839559289,1.70559536912073,0.421229163066937,4.04909137036577,5.14168693155178e-05,0.000547738969515323
"ENSG00000268906.1",3.20012748442565,1.77473822338658,0.468596404503058,3.78734921209792,0.000152263031320726,0.00132191485259922
"ENSG00000268916.4",4.63933299333809,-2.60395692852069,0.430228529445975,-6.05249710397849,1.42617563482385e-09,9.24553591607245e-08
"ENSG00000271278.1",0.895164565815381,1.58522411982664,0.440447063378228,3.59912518809406,0.000319289465966464,0.00239201333949557
"ENSG00000272203.1",4.90511609737544,1.51059179022356,0.332419648079448,4.54423136222841,5.51360730003692e-06,8.68842140578294e-05
"ENSG00000272620.1",114.37312998118,-2.46536758864943,0.267834318471516,-9.20482335019222,3.42233673451028e-20,4.41504254330056e-17
"ENSG00000272797.1",0.682036479481439,1.73926628421425,0.317332971243338,5.48088740164519,4.23197764639148e-08,1.53214217839703e-06
"ENSG00000272865.1",0.972414296024231,-1.77693050008625,0.490529372242796,-3.62247522908114,0.000291797411275195,0.00222305972660878
"ENSG00000273093.1",4.26191920192927,1.96100522984741,0.288349433232005,6.80079446616978,1.04043771334108e-11,1.51951020308401e-09
"ENSG00000273252.1",1.42738408602856,-1.57652138610191,0.472865544066199,-3.3339739084081,0.000856146883572054,0.00530662983472224
"ENSG00000273760.1",12.2626495181276,-1.95113508754737,0.321013786199029,-6.07804141575923,1.21659337374943e-09,8.06243095048809e-08
"ENSG00000273983.1",50.5316206971378,-1.68495980628177,0.230018953015327,-7.32530856346217,2.38349650330938e-13,5.80164035667168e-11
"ENSG00000274267.1",7.98670264462989,-1.51921817581843,0.255784582349468,-5.93944389401384,2.85990530082291e-09,1.65447017866141e-07
"ENSG00000274997.1",2.78942078694941,-1.85295410311569,0.284708460750759,-6.5082509252783,7.60308428219945e-11,7.84678847705821e-09
"ENSG00000275216.1",3.67652023450178,-2.03345563251503,0.579714322075958,-3.50768569117496,0.000452022763483506,0.00317556452937714
"ENSG00000277748.1",1.0598667928791,-1.88855911330149,0.560762228064825,-3.36784294444877,0.000757587395800843,0.0048073696331012
"ENSG00000278097.1",1.15946733845003,-3.12093423425888,0.985191014556656,-3.16784683187891,0.00153572406877015,0.00851878929476025
"ENSG00000279379.1",0.993475635569127,-2.31800127105584,0.88940916829417,-2.60622596852877,0.00915460442433903,0.0349547652358691
"ENSG00000279694.1",12.6457009842526,-1.50984804229209,0.370159186098416,-4.07891550175026,4.52462774099551e-05,0.000493551699075559
"ENSG00000280081.2",4.41436465552748,-3.82627164176449,0.610015984794541,-6.27241209597683,3.55497165937423e-10,2.8965160665495e-08
"ENSG00000280356.1",1.24229290572772,1.70395480829172,0.450871505665615,3.77924705127727,0.000157303296815316,0.00135589135709273
"ENSG00000280429.1",3.70726288666777,1.5066477997075,0.26686287065741,5.64577528524635,1.64438516881802e-08,6.97817925478017e-07
"ENSG00000280432.1",0.961108727771155,-1.54734366982943,0.393353552614192,-3.93372237150503,8.36403864605525e-05,0.000812047298923156
"ENSG00000280719.1",1.40383297627761,-1.77995001341026,0.392870652262234,-4.53062605506653,5.88091524504454e-06,9.15539749854038e-05
"ENSG00000280916.1",12.0129807350997,-2.68325222472549,0.349901964210444,-7.668582915161,1.73906927770853e-14,5.42785961176415e-12
"ENSG00000281131.1",0.891824507881063,-2.07612935415822,0.814866966044227,-2.54781386492668,0.010840029203763,0.0397546489381251
"ENSG00000281566.1",1.06030178874913,-1.70479039935093,0.576548851948254,-2.95688803054618,0.00310760943801228,0.0150330817896131
"ENSG00000281591.1",4.11900600682679,1.94232166234428,0.288421991751219,6.73430500410542,1.64715335710568e-11,2.24881935787281e-09
