"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_reg"
"ENSG00000189182",12.890027427868,2.40468885875325,0.463667550816716,5.18623495329267,2.14588057438855e-07,5.88171883781769e-06,"KRT77","Up"
"ENSG00000199161",2.70077726492906,1.72685237542892,0.251587677319906,6.86381938028363,6.70433904771546e-12,1.07664452209412e-09,"MIR126","Up"
"ENSG00000201431",1.00013519410903,1.64077292609357,0.448961248730829,3.65459809890469,0.000257585161513064,0.00201151350300214,"RNU6-1277P","Up"
"ENSG00000203685",691.446666766058,1.63615153974647,0.247258033289207,6.61718253591677,3.66109325931132e-11,4.30673651434246e-09,"STUM","Up"
"ENSG00000203730",9.32807585457166,1.60961654738958,0.204128746790995,7.88530068740218,3.13779038691091e-15,1.15655965289739e-12,"TEDDM1","Up"
"ENSG00000203878",0.799526929767153,1.74148543825728,0.646368447048772,2.69426121619745,0.00705448536846749,0.028425059107801,"CHIAP2","Up"
"ENSG00000214866",1.23140579663086,1.56486347590149,0.340901512807249,4.59036823572646,4.42464707121087e-06,7.22058979582353e-05,"DCDC2C","Up"
"ENSG00000218020",0.692783197907605,1.90712001009555,0.491788589126269,3.87792651611502,0.000105350525773385,0.000980585870245684,"THAP12P5","Up"
"ENSG00000223138",0.789852573032461,1.54139190841016,0.378699896983923,4.07022003619819,4.69687546601944e-05,0.000508357646181358,"RNA5SP450","Up"
"ENSG00000224223",42.0572499572776,1.63956604321707,0.559041753750743,2.93281500391847,0.00335903976592547,0.0159746322217802,"VSTM2A-OT1","Up"
"ENSG00000225937",0.900143777455271,1.6023553208309,0.561551552666294,2.85344295322982,0.00432482920393975,0.0194785918597552,"PCA3","Up"
"ENSG00000227730",1.39609162806796,1.65934066306983,0.427091323030072,3.88521277205389,0.000102240305917973,0.000959017043053171,"MTND6P5","Up"
"ENSG00000229205",0.751753550322382,1.5888059410365,0.498842068620252,3.18498787688653,0.00144760072421178,0.00812428121062128,"LINC00200","Up"
"ENSG00000231490",1.08347503848287,2.27906024000378,0.519188073611041,4.38966215874824,1.1352689556119e-05,0.000159059919630573,"RPL7L1P2","Up"
"ENSG00000237650",1.60318895139091,1.7932939542536,0.545496129075102,3.2874549582857,0.00101097359995098,0.00607274565657346,"OR11Q1P","Up"
"ENSG00000238269",2.03614086561913,1.83499745457773,0.317252448282401,5.78402929437541,7.29322331298134e-09,3.56842387685213e-07,"PAGE2B","Up"
"ENSG00000250241",3.41269993302764,1.63595025956425,0.360409129942917,4.5391476620566,5.64820736563035e-06,8.87162830619422e-05,"PCDH10-DT","Up"
"ENSG00000250250",0.865867310834445,1.76066074414832,0.644539533251427,2.73165671509168,0.00630167630056569,0.0260341029231953,"CTD-2350J17.1","Up"
"ENSG00000254529",2.34100176193872,1.53899485821087,0.309135477819554,4.97838316412587,6.41176289884929e-07,1.46055354744712e-05,"MRGPRX7P","Up"
"ENSG00000256019",1.38245236477825,1.60695535776234,0.374882917696551,4.28655263258245,1.81467222640325e-05,0.000232708563639028,"TAS2R63P","Up"
"ENSG00000265992",3.99653299302046,1.68356231473774,0.38842329532473,4.33434949706156,1.46191762662316e-05,0.000194630670744994,"ESRG","Up"
"ENSG00000281591",4.11900600682679,1.94232166234428,0.288421991751219,6.73430500410542,1.64715335710568e-11,2.24881935787281e-09,"DBET","Up"
