id	filename	md5	size	state
b156c81d-654a-4c73-ad65-3182a339ea35	eda48ba9-aef8-433e-95fe-e94a061906d3.htseq.counts.gz	ae57f1faccb2aa383ebe9f0f68522753	254530	validated
b1a468be-1d09-4d8a-82f2-6e304e65c473	a1e80ada-950c-439a-a360-f99c02ccec93.htseq.counts.gz	29a260ed22f890988207379c6554fb6b	251453	validated
b54ddeda-a93f-4140-98f7-e7f6afd7f115	bef64f1a-1c0b-4615-bbbf-9faa7b0a03c8.htseq.counts.gz	b47c01a150b4a53991c469300339e6ba	253923	validated
b8324a17-fc9d-472f-96b2-36eb82cb02cf	7bcc02ad-a4c7-44e1-8654-10c4598f936d.htseq.counts.gz	95452408de0bfeb5758af855a2c412c3	260821	validated
b930baae-d32e-4d8d-bcca-0e3a5a73e46d	801d0a1e-b2c9-4e05-bd6b-15322b0458c6.htseq.counts.gz	7a96042d8e49e9c734b7cfa60429d815	255253	validated
bafd8856-dfdb-432d-b4e5-8a6ec5a04174	638fedeb-ba58-471c-8a1d-57d4e798c840.htseq.counts.gz	e8f59b51953ad39f8298360b8a91ce44	257641	validated
bc3a905f-de97-4112-b7d1-45efdf6346a4	71c9e9d3-9276-468c-a3a0-053880a75511.htseq.counts.gz	eb6f2898935cf0d05ec9da20171f56a3	255301	validated
bd66807f-5ec9-4b8e-a6e1-5a46f9cabb71	f641a19d-8497-4bc7-9df1-5228adfd5334.htseq.counts.gz	c80142a2a5ce7ee2bf40df990530e556	254673	validated
bf21b5f9-b475-4c99-977a-9a5e8720f715	e512f861-c59f-4272-b528-7424a882c795.htseq.counts.gz	205879c16feda91e138531a847c9f2d1	254016	validated
c194822a-74c5-4016-b583-c09814099cd3	3a3d56a9-e18a-4346-9350-bed393553080.htseq.counts.gz	ddd638f76398cd0f136077254277d925	250391	validated
c1d36930-3b04-459b-8a3b-ecc0b807011d	aa256c1a-55a8-43b1-a553-26444a950087.htseq.counts.gz	eba2e3ed6c32ab8e8c2eff6f4d033dbe	257540	validated
c3d72b35-1f12-4ba7-98ab-a9a72659f6ae	742a6c93-affc-4447-8951-4447a5f439c2.htseq.counts.gz	2dd01c90122ba7a949c2dce18ea06114	255681	validated
c54676b5-d200-4c18-846d-ca510b0d4865	92891ee4-51a0-4e4d-b6db-70fbb2a756bc.htseq.counts.gz	03f6dc6db6ecdb507864f804f7fc0205	258391	validated
cbf14241-6479-4122-b3a4-c4662649a46d	95bae25e-21b8-4b27-a2da-f6ab696f674a.htseq.counts.gz	6d55a49ab49616cbb7df35ba98d7427e	256998	validated
ccb166c5-3b1d-4b2e-a075-12db8e091042	6533d5fa-8631-4e68-ba3b-2039aa8c96cb.htseq.counts.gz	f7ca331b93b34e0ca1182cec49c965ab	249049	validated
cf0111e5-6a38-4abe-8833-87b3639d6983	cf169f96-4fcd-4cc7-bea7-97a9a259b78a.htseq.counts.gz	204146c1392e94e35a36e4dfe9fa400e	254253	validated
cf037f12-6d3b-42ff-a3b4-fde3f65d9dab	90d19c5c-f80b-454b-b776-99d13f01617e.htseq.counts.gz	a5db37105238cc0e0c73e789e4d04728	252404	validated
d0f33491-a607-419d-9696-7a627fa9e7b8	943f8d82-d39d-4621-a357-6ff69e85a6bf.htseq.counts.gz	156c9d029dd80df7651be660650aa712	254325	validated
d23e34ff-dd3e-465e-b556-7302a71f22ab	225ccdc9-0d78-4d35-a969-080e6db2d42b.htseq.counts.gz	b87cd71eab70d333e6f1b1a1ca7f7601	252524	validated
d43c52b2-6de7-4a59-81b1-c66eac6d169f	996415ad-eec3-4712-a0c7-e099ff6df33b.htseq.counts.gz	c525f4c0ba59858d788ae3befc08c3ec	255644	validated
da2f86e8-78bb-4af6-abe0-052ff13f346c	f4274249-5d92-402a-bce2-d28579e87f33.htseq.counts.gz	c09002dd732489e4df151f67eceb4fa2	257039	validated
dcac42d0-2613-4dcc-9f60-fcc1e3abd831	be43daa7-9c1e-4721-9f25-3131e81fd25d.htseq.counts.gz	81365cfb510979beff489f48a4f351ec	255572	validated
dcdc821f-33dd-41fe-9c3b-50e4e66690df	b493310b-77e6-43fb-96cd-ab56d12de273.htseq.counts.gz	4d0736ab249a597ec7f33de498ef7054	253100	validated
ddbd9626-593f-40ac-9246-f5291ebe1fac	79b3f166-d05a-4a27-ac51-31a6e36bd349.htseq.counts.gz	b461ef7d17f53ebb68fba76c332dc3f6	248853	validated
e0f55ea4-809b-45ee-a569-4b2fff24e355	9e5fc005-e1de-4b0f-ac72-085dbc6d1189.htseq.counts.gz	e0b82c0cc73a8f02f1907185aa3bad90	255097	validated
e10a7e54-482e-47e9-b71e-a0155e03e141	f77842a7-a3c8-4556-b707-0adf1a706895.htseq.counts.gz	3b6a9bfb79ce85c502a9edfb852d1ab4	256328	validated
e2e6dc9c-9772-4aad-9576-7601b58128af	1953cac0-8088-44ea-b371-e8b98097d871.htseq.counts.gz	51d35dfab9bbbbef69aa3d6ba8f49ce7	250598	validated
e47ded12-ac91-4443-981a-94832d0b3593	b0ae2bb5-9b1b-47a3-abc7-76c02bf8a229.htseq.counts.gz	00277e1b474dc26ca28a56b42d43271a	255331	validated
e5118d98-9861-4f7a-a2ab-367ba052920b	2d721010-840f-4ca7-b41c-6792385b410d.htseq.counts.gz	bf7b82f574e838f8b5489ba6384ee7a6	252391	validated
e610d05d-8e11-4a82-bc2b-8114be48db66	27035d6f-4b2d-48ef-ae2b-b3cf52d67903.htseq.counts.gz	ea75969f16211aa7c5795ce104cb61fb	256211	validated
e8fa892a-ce57-4314-90e7-0623bbe577e3	21feac5d-641f-4802-a910-51b73431de3c.htseq.counts.gz	a5c4e91bc2d6c0555225ac2a441e73be	256157	validated
ec09eda0-0c17-4388-9241-ace3ddcbc804	ea8498cf-e0d1-4c68-8459-36aeeca9dd53.htseq.counts.gz	8bbbe6209126d6fc197e8e713776c23b	253921	validated
ed08492c-dc47-408e-bff3-0dba1394d06a	157d34d0-1e1b-4004-9141-34bfe201788c.htseq.counts.gz	d972981ad3f46389c063516af822e834	253553	validated
edae3dee-f9b1-45d3-a1f3-6e5788f9a391	ad6b6702-a1f1-4b1c-bd8a-8e2128c63a49.htseq.counts.gz	9b745d12df2648a8e0584d1faef71223	254757	validated
edebefbc-81da-41f4-ac86-d5f85a3f790c	698eba4b-b0f0-4923-9e43-d9707959c65f.htseq.counts.gz	d1244745d79a6d61eeeae7d3573cedf2	254214	validated
eff980e0-6050-4513-a255-93f99551f792	8970e6da-5904-483d-8770-0ede67f98cf4.htseq.counts.gz	f5279ad47c7a8bf2d620ab77da4b7c1c	263715	validated
f36a2bbc-ecf7-42ea-9fe2-f9da0d79b9b8	2b5c518f-8327-478a-a282-01bfe59aca4c.htseq.counts.gz	af13d0ed779a76ea1025fd7e92fa2e97	257725	validated
f9813672-322a-4309-b43d-b4e8a643a900	d7bff2a7-1ffe-495c-b297-3b734b688267.htseq.counts.gz	0bd9ac2c61c0e6fd585f68a8bef938e9	255107	validated
fab5aa2c-7bd8-42b8-a7b6-86372f6acf83	3dfc9814-c6f5-4bbf-99ae-3890912c39d8.htseq.counts.gz	83b0769a373817cbbeef3c2daa37fa93	253861	validated
fbdfa423-2c85-46d6-bcc7-16ef0b13747a	a1218099-ef29-4229-a2ca-e4f69287f31a.htseq.counts.gz	7f19d911b4bc31c26b01f7c74cb6d22a	251868	validated
fdad9c03-fba9-4064-9d51-613c6aee2aa5	ba44ceca-a2fe-4731-b322-4377c80a79df.htseq.counts.gz	aacb01219b5e5d9463a3ea3894c08c4b	255759	validated
fe432258-e40a-4715-8fc1-c6efe32e0087	111d998f-4133-436a-9990-64cb293a986e.htseq.counts.gz	5e8dd3a12a4e16e7b087585f8e2d9805	257613	validated
ff8bbe49-aa8e-415f-8a11-4a16b403289f	9b13b9bb-b184-42ed-80dd-2d9b90da17ba.htseq.counts.gz	e6fbd4045b36ad7ddff19a8402d5a0f1	254571	validated
