"","gene_id","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"22023","ENSG00000259843.2","AC007610.1",0.7288866,-0.3983629,0.2776114,-1.434966,0.1512968,0.2952672
"22024","ENSG00000259844.2","GNPATP",0.4640239,-0.2253793,0.5053469,-0.4459892,0.6556051,0.7867503
"22025","ENSG00000259845.1","HERC2P10",9.51463,-0.3015035,0.1792483,-1.682044,0.09256034,0.2065296
"22026","ENSG00000259846.1","AC092131.1",1.012442,0.06619361,0.3188503,0.2076009,0.8355406,0.9068582
"22027","ENSG00000259847.1","LINC02126",11.59998,-0.04124646,0.1526841,-0.2701424,0.7870507,0.8762928
"22028","ENSG00000259849.1","VENTXP1",0.1112849,-0.579256,1.784152,-0.3246674,0.7454328,NA
"22029","ENSG00000259852.2","IGHV1OR16-2",0.1488277,-0.008116403,0.7209637,-0.01125771,0.9910178,NA
"22030","ENSG00000259854.1","AP005233.1",0.3521059,0.1059769,0.6523276,0.1624597,0.8709439,NA
"22031","ENSG00000259855.1","AC007749.1",0.1154187,0.2922612,1.0235,0.2855508,0.7752222,NA
"22032","ENSG00000259856.1","RAB43P1",32.09306,0.003899541,0.1027865,0.03793824,0.9697369,0.983783
"22033","ENSG00000259861.1","AC010266.1",0.05137616,-0.06358209,1.837471,-0.03460304,0.9723963,NA
"22034","ENSG00000259862.1","AC026336.2",0.6167691,-0.1768751,0.5520142,-0.3204177,0.7486517,0.8508718
"22035","ENSG00000259863.1","SH3RF3-AS1",23.1069,0.2847282,0.118208,2.408706,0.0160092,0.05511879
"22036","ENSG00000259864.1","AC018846.1",0.004014809,0.01943816,2.896743,0.006710349,0.994646,NA
"22037","ENSG00000259865.1","AL390728.6",425.9868,0.3976915,0.1028627,3.866237,0.0001105274,0.001027621
"22038","ENSG00000259866.1","AC007599.1",0.2416197,-0.141701,0.5668778,-0.2499675,0.8026125,NA
"22039","ENSG00000259868.2","AL163952.1",2.386278,0.140418,0.2062177,0.6809214,0.4959212,0.6599014
"22040","ENSG00000259871.1","AC130456.1",1.938581,0.4247427,0.2229926,1.904739,0.05681398,0.1437651
"22041","ENSG00000259873.1","AC009117.1",0.3028706,0.2482464,0.5269507,0.4710999,0.6375694,NA
"22042","ENSG00000259876.1","AC010333.1",2.290192,0.4583419,0.2383636,1.922868,0.05449657,0.1393468
"22043","ENSG00000259877.2","AC009113.1",172.3639,-0.0442865,0.06931995,-0.638871,0.5229069,0.6824089
"22044","ENSG00000259881.1","AC092384.2",19.44068,0.002552657,0.1805826,0.01413568,0.9887217,0.994406
"22045","ENSG00000259883.1","EHD4-AS1",7.769394,0.8980946,0.1666693,5.388481,7.105562e-08,2.341235e-06
"22046","ENSG00000259884.1","AC025259.3",72.34639,1.108087,0.2061379,5.375465,7.638514e-08,2.492963e-06
"22047","ENSG00000259887.1","AC068987.1",2.922349,1.158866,0.2438361,4.752641,2.007763e-06,3.703397e-05
"22048","ENSG00000259889.1","AC093802.2",0.165843,0.3918605,0.9380823,0.4177251,0.6761481,NA
