ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000228478.1,0.7872544,-0.5853405,0.3179185,-1.841165,0.06559738,0.1598529
ENSG00000228481.1,0.9875657,-0.3633726,0.457626,-0.7940383,0.4271731,0.6003847
ENSG00000228482.1,0.05238315,0.1328878,1.590161,0.08356877,0.9333993,NA
ENSG00000228484.1,7.894379,0.3872915,0.1848388,2.095293,0.03614492,0.1022394
ENSG00000228485.1,0.7285899,-0.4366418,0.3285885,-1.328841,0.1839005,0.3394845
ENSG00000228486.8,223.9707,0.2854714,0.1010331,2.825523,0.004720349,0.02125219
ENSG00000228487.2,22.34574,0.1002643,0.1417971,0.7070972,0.4795061,0.6464111
ENSG00000228488.1,0.1010392,-0.1688019,1.162876,-0.145159,0.8845853,NA
ENSG00000228489.1,0.1034684,0.02766772,1.014005,0.02728557,0.978232,NA
ENSG00000228492.2,98.66389,0.1673181,0.1399642,1.195435,0.2319171,0.3992277
ENSG00000228495.1,18.51228,0.3853222,0.150534,2.559702,0.01047619,0.03969476
ENSG00000228496.1,0.3073653,-0.1420531,0.3685622,-0.3854251,0.6999225,NA
ENSG00000228499.1,9.810227,-0.3018857,0.175287,-1.722237,0.08502667,0.1940901
ENSG00000228501.2,3.943965,0.1482037,0.1693938,0.8749063,0.3816249,0.5577474
ENSG00000228502.1,203.9189,-0.07587028,0.1332068,-0.5695676,0.568971,0.719574
ENSG00000228503.1,0.3623543,-0.5552963,0.4547381,-1.221134,0.2220352,NA
ENSG00000228504.1,0.1131729,-0.07837647,1.066926,-0.07346005,0.94144,NA
ENSG00000228505.4,0.208102,-0.1333213,0.556382,-0.2396219,0.8106234,NA
ENSG00000228506.1,121.4984,0.03469391,0.1058865,0.3276518,0.7431749,0.8470554
ENSG00000228507.1,6.558478,0.02600459,0.09995445,0.2601644,0.7947369,0.8807283
ENSG00000228509.4,3.686976,0.1475055,0.2134302,0.6911184,0.4894912,0.65422
ENSG00000228510.2,14.35491,0.2502871,0.1981871,1.262883,0.2066313,0.3681709
ENSG00000228512.2,1.323599,0.0382498,0.2523882,0.1515515,0.8795407,0.9336519
ENSG00000228513.1,2.165635,-0.09439048,0.2059062,-0.458415,0.6466543,0.7798954
ENSG00000228519.3,14.07102,-0.1649914,0.1128883,-1.461545,0.143866,0.2847689
ENSG00000228521.2,1.185864,1.379717,0.5866392,2.351901,0.01867774,0.06192463
ENSG00000228522.2,1.84743,1.109765,0.3149032,3.524148,0.000424848,0.00306418
ENSG00000228523.1,0.2823474,-0.255779,0.3604818,-0.7095477,0.4779847,NA
ENSG00000228525.1,1.558291,-0.04147209,0.2872322,-0.1443852,0.8851963,0.9369356
ENSG00000228526.2,6.729513,0.3514149,0.1341329,2.619901,0.008795539,0.03468428
ENSG00000228527.1,1.626625,-0.18668,0.2062751,-0.9050051,0.3654627,0.5423791
ENSG00000228528.1,1.183957,1.205634,0.3444878,3.499787,0.00046563,0.003302725
ENSG00000228532.4,8.000433,-0.1908209,0.1289903,-1.479343,0.1390486,0.2778412
ENSG00000228536.1,24.35402,0.5117011,0.1966547,2.602028,0.009267419,0.03613238
ENSG00000228539.1,0.288241,-0.3693673,0.4764707,-0.7752151,0.4382126,NA
ENSG00000228540.1,1.573471,0.3893925,0.2089465,1.863599,0.06237798,0.1540769
ENSG00000228541.1,2.61432,-0.1226136,0.2028472,-0.6044626,0.5455361,0.7007756
ENSG00000228543.1,0.1953233,-0.09344493,0.5847406,-0.1598058,0.8730341,NA
ENSG00000228544.1,220.3303,-0.01279352,0.1128247,-0.113393,0.909719,0.9511627
ENSG00000228546.2,3.454248,0.05559256,0.2360765,0.2354854,0.813832,0.8934381
ENSG00000228547.5,0.6347056,-1.102274,0.3846318,-2.86579,0.004159701,0.01926151
ENSG00000228548.1,0.6938493,-0.2875251,0.273683,-1.050577,0.2934529,0.469515
ENSG00000228549.3,18.96944,-0.7384358,0.2496221,-2.958215,0.003094263,0.01525507
ENSG00000228550.1,0.3671656,0.3113559,0.5564121,0.5595779,0.5757674,NA
ENSG00000228551.1,3.11091,0.220952,0.2181277,1.012948,0.3110851,0.4880148
ENSG00000228553.1,0.0694309,-0.01836821,1.469637,-0.01249847,0.9900279,NA
ENSG00000228554.1,9.99848,-0.1542164,0.1504704,-1.024895,0.3054128,0.4824182
ENSG00000228557.1,0.05033882,-0.1293471,2.17784,-0.05939236,0.9526396,NA
ENSG00000228559.1,11.87549,-0.7237961,0.2908373,-2.488663,0.01282244,0.04640344
ENSG00000228560.1,0.5902323,-0.2530103,0.3975504,-0.6364233,0.5245005,0.6835872
ENSG00000228561.2,18.06318,-0.6514854,0.2730729,-2.385756,0.01704404,0.05776436
ENSG00000228563.1,0.1193932,-0.2513898,0.9805535,-0.2563754,0.797661,NA
ENSG00000228564.1,0.06891693,-0.1466064,1.031692,-0.1421028,0.8869988,NA
ENSG00000228566.1,1.065202,-1.14596,0.3665401,-3.126425,0.001769457,0.009745878
ENSG00000228568.1,0.4960901,-0.1406157,0.4978076,-0.28247,0.7775832,0.8699476
ENSG00000228569.1,2.682934,0.1438669,0.2925882,0.4917043,0.6229284,0.7618321
ENSG00000228570.6,6.793529,0.5361212,0.2848022,1.882433,0.05977722,0.1492498
ENSG00000228572.5,0.1110655,0.5347828,0.8130088,0.6577823,0.5106781,NA
ENSG00000228573.1,0.9655948,-0.2375423,0.3217606,-0.7382578,0.4603578,0.6299361
ENSG00000228577.1,0.863301,0.615697,0.325874,1.889371,0.05884209,0.1476521
ENSG00000228586.1,0.1987812,-0.3308896,0.6993097,-0.4731661,0.6360947,NA
ENSG00000228589.3,59.34123,-0.1386666,0.1081661,-1.281978,0.1998505,0.3597862
ENSG00000228590.1,2.703105,-0.4805831,0.3399437,-1.413714,0.157446,0.3036224
ENSG00000228592.1,0.04868785,0.09014138,1.602135,0.05626328,0.9551321,NA
ENSG00000228594.3,1029.413,-0.0973386,0.1230539,-0.7910238,0.4289301,0.6018134
ENSG00000228595.1,0.1711069,0.056455,0.6658947,0.08478067,0.9324358,NA
ENSG00000228596.1,0.283929,-0.0631456,0.4777048,-0.1321854,0.8948377,NA
ENSG00000228597.1,0.08767688,0.09260842,1.374273,0.06738722,0.9462734,NA
ENSG00000228598.1,1.481121,0.3044219,0.2804862,1.085336,0.2777727,0.4520658
ENSG00000228599.1,2.423836,-0.4571372,0.2043447,-2.237089,0.02528054,0.07781636
ENSG00000228600.1,1.456849,0.04617984,0.2232065,0.2068929,0.8360935,0.9071302
ENSG00000228604.3,1.308878,0.1310148,0.2949468,0.4441982,0.6568993,0.7875766
ENSG00000228606.1,28.99686,0.3429501,0.09933768,3.452367,0.000555692,0.003811968
ENSG00000228607.2,10.62637,0.7410462,0.3138486,2.361158,0.01821795,0.0607225
ENSG00000228612.2,4.72611,-0.1310273,0.2194942,-0.5969513,0.5505399,0.7049715
ENSG00000228613.1,85.06274,-0.2450054,0.160681,-1.524794,0.1273105,0.2605243
ENSG00000228614.1,15.3263,-0.02774585,0.1436912,-0.1930937,0.8468856,0.9141247
ENSG00000228615.1,0.1769491,-0.09486116,0.7420484,-0.1278369,0.8982781,NA
ENSG00000228616.1,0.1165943,-0.2516086,0.8738258,-0.2879391,0.7733933,NA
ENSG00000228618.1,0.07444536,-0.1030383,1.246357,-0.08267157,0.9341127,NA
ENSG00000228620.1,0.1903968,0.5936629,0.9722678,0.6105961,0.541467,NA
ENSG00000228622.1,0.3738869,0.2613861,0.407889,0.6408267,0.5216353,NA
ENSG00000228623.3,207.894,-0.5324562,0.1804185,-2.951229,0.003165122,0.01552398
ENSG00000228624.6,29.61016,-0.2835389,0.1128782,-2.511902,0.01200824,0.04407843
ENSG00000228625.1,0.4177172,-0.5276714,0.3931572,-1.342139,0.1795511,0.333407
ENSG00000228626.1,6.280359,-0.3239275,0.2895519,-1.11872,0.2632596,0.436161
ENSG00000228629.2,1.496224,-0.3279279,0.2204849,-1.487304,0.1369347,0.274785
ENSG00000228630.4,516.6837,-0.3098437,0.2472215,-1.253304,0.2100952,0.372402
ENSG00000228634.1,9.429536,0.110259,0.1896362,0.5814236,0.560955,0.7132691
ENSG00000228636.1,0.07963137,0.1369994,1.240759,0.1104158,0.9120796,NA
ENSG00000228638.1,490.8276,0.0190663,0.06646199,0.2868752,0.7742079,0.8679876
ENSG00000228639.5,85.31016,-0.8742545,0.3075858,-2.842311,0.00447878,0.02042387
ENSG00000228643.1,3.46385,-0.3073193,0.242073,-1.269532,0.2042515,0.3652485
ENSG00000228646.3,0.05675777,0.199474,1.488832,0.1339802,0.8934182,NA
ENSG00000228648.1,0.1159925,-0.2294319,1.078368,-0.2127585,0.8315153,NA
ENSG00000228649.7,60.09392,0.00969723,0.1704508,0.05689167,0.9546315,0.9752811
ENSG00000228650.2,0.9797505,0.4162775,0.2794154,1.489816,0.1362727,0.2739498
ENSG00000228651.1,14.42291,-0.3354369,0.1684224,-1.991641,0.04641046,0.1233958
ENSG00000228653.2,44.95356,0.1042212,0.1074898,0.9695913,0.3322503,0.5098834
ENSG00000228655.5,4.116252,0.6520053,0.2411899,2.703286,0.006865766,0.02846269
ENSG00000228656.1,0.5623394,-0.1974758,0.412976,-0.4781775,0.6325239,0.7690561
ENSG00000228657.1,1.698705,0.04642196,0.2472531,0.1877508,0.851072,0.9167777
ENSG00000228658.1,1.776928,-0.1507497,0.3157105,-0.4774935,0.6330107,0.769364
ENSG00000228660.1,0.2278299,-0.3985745,0.6036007,-0.6603281,0.5090433,NA
ENSG00000228661.1,13.1323,-0.06768894,0.1196787,-0.5655891,0.5716732,0.7216147
ENSG00000228663.1,16.07024,-0.341991,0.1570484,-2.177615,0.02943471,0.08736359
ENSG00000228664.1,0.5717081,0.8388775,0.4471471,1.876066,0.06064619,0.1508883
ENSG00000228665.2,3.911769,0.1930495,0.1588948,1.214952,0.2243846,0.389902
ENSG00000228666.1,2.940415,0.340902,0.1940873,1.756437,0.07901387,0.1837111
ENSG00000228667.1,0.284255,-0.3770755,0.5188828,-0.7267065,0.4674058,NA
ENSG00000228668.1,0.8518167,0.3132356,0.2769096,1.131184,0.2579778,0.430224
ENSG00000228669.1,0.1347031,-0.3612921,1.638371,-0.2205191,0.8254669,NA
ENSG00000228670.4,0.08932263,-0.03809698,1.375345,-0.02769995,0.9779015,NA
ENSG00000228672.3,485.036,0.4626208,0.1096307,4.219809,2.45E-05,0.000298834
ENSG00000228674.4,2.75647,0.6600991,0.3099542,2.129666,0.03319918,0.09571139
ENSG00000228677.1,9.449794,0.3142426,0.1400407,2.243938,0.02483638,0.0767155
ENSG00000228679.1,0.9588151,-0.8181743,0.2854539,-2.866222,0.00415403,0.01924211
ENSG00000228680.1,0.2338981,-0.5329594,1.058163,-0.5036646,0.6144971,NA
ENSG00000228681.1,0.06159796,-0.04056382,1.575998,-0.0257385,0.9794659,NA
ENSG00000228683.1,0.312107,0.443202,0.5540416,0.7999436,0.4237435,NA
ENSG00000228685.1,0.4062962,-0.1759263,0.4190635,-0.4198082,0.6746256,0.80066
ENSG00000228686.2,12.27226,-0.01977388,0.1422012,-0.1390557,0.8894061,0.9393955
ENSG00000228687.1,0.09681819,0.1328845,2.255779,0.05890846,0.953025,NA
ENSG00000228688.1,0.4373521,-0.06126323,0.4158445,-0.1473225,0.8828775,0.9353869
ENSG00000228689.6,0.4427748,-1.021987,0.6860356,-1.4897,0.1363031,0.2739828
ENSG00000228692.2,1.460225,0.4580646,0.2107062,2.173949,0.02970896,0.08795673
ENSG00000228694.1,0.05759021,0.002182525,1.580374,0.001381018,0.9988981,NA
ENSG00000228695.8,8.473565,0.2585254,0.3385338,0.763662,0.4450687,0.6164313
ENSG00000228696.7,48.32788,0.1675618,0.1348606,1.242482,0.2140587,0.3775936
ENSG00000228697.1,0.4178471,-0.1985039,0.441599,-0.4495117,0.6530625,0.784858
ENSG00000228700.1,1.050359,0.09683032,0.2770385,0.3495193,0.7266995,0.8363325
ENSG00000228701.1,17.80862,-0.1299382,0.1477518,-0.8794358,0.379165,0.5555467
ENSG00000228702.1,5.352346,-0.02538296,0.1423694,-0.1782895,0.8584956,0.921188
ENSG00000228704.1,2.024936,0.1857795,0.2884908,0.6439702,0.5195947,0.6797544
ENSG00000228705.1,4.131411,-0.4535296,0.3767234,-1.203879,0.2286362,0.3951952
ENSG00000228707.1,0.06992062,0.1797446,1.574853,0.1141342,0.9091314,NA
ENSG00000228708.1,0.0568433,-0.03892203,2.170561,-0.01793178,0.9856933,NA
ENSG00000228709.1,4.845143,0.06839535,0.2010374,0.3402121,0.7336968,0.8410855
ENSG00000228711.1,0.05498737,0.2438645,1.494153,0.1632125,0.8703511,NA
ENSG00000228714.2,2.086952,1.094869,0.4411233,2.482004,0.0130646,0.04705716
ENSG00000228716.5,974.4622,-0.2117315,0.09323143,-2.271031,0.02314509,0.07270019
ENSG00000228717.1,0.2569221,-0.03153169,0.458282,-0.06880412,0.9451455,NA
ENSG00000228718.1,1.703076,-1.486597,0.2566581,-5.792131,6.95E-09,3.40E-07
ENSG00000228719.1,7.461853,-0.01233724,0.1708214,-0.07222303,0.9424244,0.9686698
ENSG00000228721.1,0.2620816,0.01660467,0.7668367,0.02165346,0.9827244,NA
ENSG00000228723.5,12.32536,0.04187852,0.3946702,0.1061102,0.9154949,0.9542398
ENSG00000228725.3,0.224936,-0.3101332,0.5407745,-0.5734982,0.5663074,NA
ENSG00000228727.7,22.67098,0.786271,0.1875544,4.192229,2.76E-05,0.000331167
ENSG00000228728.1,6.824818,0.01061902,0.2181138,0.0486857,0.9611698,0.979038
ENSG00000228729.1,0.6096394,-0.3484858,0.3936175,-0.8853411,0.3759727,0.5524462
ENSG00000228734.2,3.334403,0.7307878,0.2542508,2.874279,0.004049513,0.01885311
ENSG00000228735.1,0.3381488,1.038785,0.7111325,1.460747,0.1440848,NA
ENSG00000228737.2,4.388499,0.1821166,0.1478503,1.231764,0.2180373,0.3824329
ENSG00000228739.1,0.1466807,-0.3383499,0.8085509,-0.4184645,0.6756075,NA
ENSG00000228740.2,0.1358911,0.2866018,2.896743,0.0989393,0.9211865,NA
ENSG00000228741.2,9.454405,-0.2245624,0.1760709,-1.275409,0.2021645,0.3625633
ENSG00000228742.8,1.915483,-0.9170232,0.3083344,-2.974119,0.002938311,0.01462669
ENSG00000228744.1,0.3090558,-0.1708904,0.3818589,-0.4475223,0.654498,NA
ENSG00000228748.2,62.0044,0.6258382,0.1386383,4.51418,6.36E-06,9.75E-05
ENSG00000228750.4,0.1859506,-0.07101655,0.5447619,-0.1303625,0.8962796,NA
ENSG00000228751.1,0.7438004,0.2665884,0.3868426,0.6891392,0.4907357,0.6552394
ENSG00000228753.1,4.034012,0.1654819,0.2321977,0.7126765,0.476046,0.6434141
ENSG00000228754.1,1.020177,0.2381643,0.233218,1.021209,0.3071553,0.4839948
ENSG00000228755.1,0.1610034,-0.2259734,0.6970075,-0.3242052,0.7457827,NA
ENSG00000228757.1,0.08232951,0.07205801,1.124959,0.0640539,0.9489273,NA
ENSG00000228759.1,0.2708401,-0.5769814,0.5286427,-1.091439,0.2750796,NA
ENSG00000228763.1,7.066339,0.3774754,0.171977,2.194917,0.02816952,0.08442564
ENSG00000228766.3,0.6437052,-0.8744143,0.3393643,-2.576624,0.009977034,0.03824922
ENSG00000228767.1,2.148317,-0.2858167,0.1931376,-1.47986,0.1389106,0.2776752
ENSG00000228768.1,1.329944,0.7849814,0.2875207,2.730174,0.006330099,0.02674428
ENSG00000228769.1,0.07534303,0.04575106,1.552688,0.02946572,0.9764932,NA
ENSG00000228770.1,0.1690148,-0.4063323,1.207959,-0.3363793,0.7365848,NA
ENSG00000228771.1,0.1398385,0.3638737,1.136996,0.3200307,0.7489451,NA
ENSG00000228772.2,0.4730886,-0.9975819,0.4930633,-2.023233,0.04304913,0.1165301
ENSG00000228775.6,178.7221,0.1001201,0.09626761,1.040019,0.2983312,0.4748282
ENSG00000228778.1,0.0777281,-0.2995096,2.115759,-0.1415613,0.8874265,NA
ENSG00000228779.1,6.914945,0.4790624,0.1671211,2.866559,0.004149609,0.01922619
ENSG00000228780.2,0.07485222,-0.05946934,1.028607,-0.05781542,0.9538957,NA
ENSG00000228781.1,0.5086129,0.6101266,0.2962652,2.059394,0.03945655,0.109192
ENSG00000228782.6,138.1868,0.3079581,0.0895364,3.439474,0.000582846,0.003959252
ENSG00000228783.1,0.042858,-0.08495444,1.611727,-0.05271018,0.9579628,NA
ENSG00000228784.6,37.52964,0.0955762,0.1488312,0.6421784,0.5207573,0.6807403
ENSG00000228787.1,0.03954207,-0.06358171,1.737492,-0.03659396,0.9708088,NA
ENSG00000228789.5,8.19205,0.9551019,0.1717361,5.561451,2.68E-08,1.03E-06
ENSG00000228791.6,18.59794,-0.01122596,0.1111078,-0.1010366,0.9195214,0.9567025
ENSG00000228792.2,2.698237,0.03969183,0.2233001,0.177751,0.8589185,0.9213786
ENSG00000228793.1,5.497139,-0.1356291,0.2755516,-0.4922095,0.6225713,0.7614908
ENSG00000228794.7,845.1887,-0.01007207,0.06996334,-0.1439621,0.8855304,0.9371033
ENSG00000228797.2,9.873072,-0.1553444,0.1193642,-1.301432,0.1931105,0.350989
ENSG00000228798.1,20.39432,0.3704989,0.1447491,2.559594,0.01047946,0.03969556
ENSG00000228799.4,0.9266866,0.4799767,0.4748344,1.01083,0.312098,0.4889839
ENSG00000228800.1,0.8035666,0.3692611,0.3035661,1.216411,0.2238285,0.3892678
ENSG00000228801.5,184.8613,-0.4409726,0.08998845,-4.900325,9.57E-07,1.99E-05
ENSG00000228802.1,1.3468,0.1378645,0.1924368,0.7164146,0.4737354,0.6415136
ENSG00000228804.4,4.763126,0.4294847,0.1859129,2.31014,0.02088041,0.06727672
ENSG00000228807.1,0.9306298,-0.2630617,0.328823,-0.8000099,0.4237051,0.597141
ENSG00000228808.1,4.708616,0.4361409,0.1948456,2.238392,0.02519548,0.07760963
ENSG00000228809.2,2.072043,-0.8749471,0.233088,-3.753721,0.000174229,0.001484807
ENSG00000228810.1,0.1739668,-0.07539871,0.9036585,-0.08343717,0.9335039,NA
ENSG00000228812.6,8.039576,-0.2949861,0.2165318,-1.362322,0.1730962,0.3251792
ENSG00000228814.4,0.1571682,-0.3783432,0.5679672,-0.6661356,0.5053244,NA
ENSG00000228815.1,0.1697906,0.1680293,0.6731745,0.2496074,0.802891,NA
ENSG00000228816.1,1.987967,-0.1347177,0.2060653,-0.653762,0.5132651,0.6746007
ENSG00000228817.4,9.474693,-0.0187053,0.1548561,-0.1207915,0.9038561,0.9480592
ENSG00000228818.1,5.419521,-0.3494393,0.1325677,-2.635932,0.008390662,0.03337361
ENSG00000228819.1,0.4344288,0.1181639,0.4738705,0.2493591,0.8030831,0.8863267
ENSG00000228820.2,1.106753,-0.09240113,0.2396243,-0.3856084,0.6997867,0.818324
ENSG00000228823.1,0.09337797,-0.1671578,1.175579,-0.142192,0.8869284,NA
ENSG00000228824.5,1.481537,-1.02502,0.4495395,-2.280155,0.02259847,0.071374
ENSG00000228825.1,0.04364608,0.002182418,1.609745,0.001355754,0.9989183,NA
ENSG00000228826.2,0.4628753,-0.30542,0.3703982,-0.8245719,0.4096147,0.5844875
ENSG00000228828.1,6.949916,-0.4993935,0.1844578,-2.707359,0.006782092,0.02821316
ENSG00000228829.1,0.4835977,0.7788271,0.3700572,2.104613,0.03532504,0.1005179
ENSG00000228834.1,9.703676,-0.2825895,0.2770709,-1.019917,0.3077677,0.4846269
ENSG00000228835.1,2.363304,0.8220842,0.2419987,3.39706,0.00068114,0.004487865
ENSG00000228836.7,0.1134114,-0.5564818,2.806351,-0.1982937,0.8428153,NA
ENSG00000228837.2,0.240063,-0.7346048,1.366587,-0.537547,0.5908899,NA
ENSG00000228838.1,0.3238103,-0.2238873,0.4673484,-0.4790586,0.6318969,NA
ENSG00000228839.4,16.35409,0.1043567,0.1106959,0.9427332,0.3458174,0.5236591
ENSG00000228842.3,0.04484033,-0.06358366,2.202552,-0.02886818,0.9769697,NA
ENSG00000228844.1,0.931257,-0.1398034,0.2944233,-0.474838,0.6349024,0.7709559
ENSG00000228847.1,3.154345,0.04581542,0.1553218,0.294971,0.768016,0.8642506
ENSG00000228848.3,0.4742354,-0.6677017,0.3400886,-1.963317,0.04960935,0.129655
ENSG00000228852.5,19.59902,0.03671676,0.12731,0.2884044,0.7730372,0.8675563
ENSG00000228853.1,0.07336514,0.002181727,1.788519,0.001219851,0.9990267,NA
ENSG00000228857.2,11.23956,-0.08809475,0.1541483,-0.5714934,0.5676652,0.7186214
ENSG00000228861.5,0.9598762,0.2715086,0.2411705,1.125795,0.2602522,0.4328328
ENSG00000228862.3,0.7777326,-0.6712706,0.3124687,-2.148281,0.03169146,0.09234743
ENSG00000228863.7,7.026573,0.2822649,0.1923589,1.467387,0.1422709,0.2826005
ENSG00000228868.3,1.343633,0.01022324,0.2722104,0.03755639,0.9700414,0.9839896
ENSG00000228869.1,0.3429865,-0.5096255,0.4295826,-1.186327,0.2354931,NA
ENSG00000228872.2,0.3911468,-0.4319714,0.6664742,-0.6481441,0.5168917,0.6777073
ENSG00000228873.1,0.3843712,0.000929507,0.4088189,0.00227364,0.9981859,NA
ENSG00000228874.1,1.36952,-1.16455,0.3917445,-2.972729,0.00295165,0.01467063
ENSG00000228877.2,0.8345667,0.2874041,0.2974182,0.9663298,0.3338792,0.5114778
ENSG00000228878.6,75.02906,0.2079588,0.07726637,2.691453,0.007114149,0.02926373
ENSG00000228879.1,2.287535,0.5159235,0.2447039,2.108359,0.03499999,0.09978219
ENSG00000228882.1,2.283753,-0.1462702,0.216446,-0.6757816,0.4991793,0.662448
ENSG00000228884.2,0.4971019,0.8225446,0.3516945,2.338805,0.01934555,0.06359726
ENSG00000228886.1,2.59487,0.564748,0.20766,2.71958,0.006536496,0.02741365
ENSG00000228887.3,74.06694,0.08311818,0.1204145,0.690267,0.4900263,0.6546662
ENSG00000228889.5,77.64758,0.09726401,0.1007575,0.9653279,0.3343806,0.5119645
ENSG00000228897.1,1.853232,0.2452024,0.2384702,1.028231,0.3038413,0.4806559
ENSG00000228898.1,0.1065098,-0.01919251,2.043193,-0.009393392,0.9925053,NA
ENSG00000228901.3,0.2815465,0.04459691,0.3797214,0.1174464,0.9065063,NA
ENSG00000228903.5,227.6371,0.09144389,0.1213549,0.7535245,0.4511348,0.6219405
ENSG00000228906.1,28.95788,0.4367939,0.1182032,3.69528,0.000219645,0.001789637
ENSG00000228909.1,0.08452256,0.006294098,1.178057,0.005342779,0.9957371,NA
ENSG00000228914.1,3.295481,0.5157815,0.2857327,1.805119,0.07105611,0.1699804
ENSG00000228915.3,13.1633,-0.4054503,0.1551181,-2.613817,0.008953701,0.03516579
ENSG00000228917.1,5.187777,-0.3275638,0.208083,-1.574198,0.1154418,0.2424557
ENSG00000228918.3,41.65033,0.4109374,0.2242928,1.832147,0.06692948,0.1622919
ENSG00000228919.5,1.431136,0.2594732,0.2066118,1.255849,0.2091708,0.3713841
ENSG00000228922.1,0.06106694,-0.1934647,1.687535,-0.1146434,0.9087278,NA
ENSG00000228923.1,0.8220627,0.5911703,0.330946,1.786304,0.07405,0.1751285
ENSG00000228925.1,18.41031,0.1874421,0.1214821,1.542961,0.1228401,0.2537859
ENSG00000228928.1,0.7547796,-0.8695442,0.3518869,-2.47109,0.0134702,0.04816677
ENSG00000228929.1,46.0622,0.3312601,0.1239843,2.671791,0.007544759,0.03067549
ENSG00000228930.1,0.5871251,-0.1777414,0.3657985,-0.4858998,0.6270382,0.7649878
ENSG00000228933.6,4.351327,-0.207595,0.4805311,-0.4320115,0.665733,0.794165
ENSG00000228935.1,0.5169731,0.7547722,0.535157,1.410375,0.1584289,0.3049301
ENSG00000228937.1,0.6635194,-0.5060258,0.5273742,-0.9595194,0.3372971,0.514874
ENSG00000228938.3,0.6618133,0.2576403,0.2955956,0.8715972,0.3834282,0.5594292
ENSG00000228939.1,1.994912,0.5514496,0.3669534,1.502778,0.1328962,0.2688244
ENSG00000228940.1,0.292646,-0.2441908,0.4421578,-0.5522706,0.580763,NA
ENSG00000228941.1,0.6138464,-0.4815752,0.2967636,-1.622757,0.1046414,0.2259518
ENSG00000228943.1,0.05013303,-0.01836803,1.410547,-0.01302192,0.9896103,NA
ENSG00000228944.1,0.5695401,-1.371488,0.6412343,-2.138825,0.03244981,0.09405142
ENSG00000228948.2,0.1608399,0.08031915,0.6562973,0.1223823,0.9025963,NA
ENSG00000228949.1,0.1799016,-0.2897073,1.459297,-0.1985253,0.8426341,NA
ENSG00000228950.1,7.776664,0.0326253,0.1839729,0.1773375,0.8592433,0.9215496
ENSG00000228951.1,10.15732,0.2115275,0.1962191,1.078017,0.2810262,0.4558395
ENSG00000228952.1,1.879226,-1.903863,0.5236334,-3.63587,0.000277044,0.002159882
ENSG00000228953.1,0.1089371,-0.01507924,1.224754,-0.01231205,0.9901767,NA
ENSG00000228955.2,1.790807,0.1643916,0.2352087,0.6989179,0.4846033,0.6502716
ENSG00000228956.7,41.56045,-0.1346483,0.1708019,-0.7883305,0.4305034,0.6032181
ENSG00000228957.1,0.2197625,0.2414603,0.5422,0.4453343,0.6560782,NA
ENSG00000228959.1,1.697505,0.7957584,0.3128482,2.543593,0.0109719,0.04112169
ENSG00000228960.5,26.51728,0.3043874,0.1585222,1.920156,0.05483814,0.1399637
ENSG00000228961.1,0.2327374,0.1151177,0.4440495,0.2592453,0.795446,NA
ENSG00000228962.1,8.081253,0.569009,0.1749394,3.252606,0.001143518,0.006854782
ENSG00000228965.1,0.1282166,-0.1399597,0.8907969,-0.1571174,0.8751524,NA
ENSG00000228966.2,0.7690797,0.8798838,0.4294626,2.048802,0.04048146,0.1112705
ENSG00000228968.1,0.06222852,0.1345292,2.150539,0.06255605,0.95012,NA
ENSG00000228970.6,4.22375,-0.02779692,0.1592685,-0.1745287,0.86145,0.9228351
ENSG00000228971.2,73.33118,0.8937832,0.2605023,3.430999,0.000601363,0.004057418
ENSG00000228973.1,1.367661,-0.343375,0.2436237,-1.409448,0.1587027,0.3053967
ENSG00000228974.5,3.582674,-0.1299589,0.1795361,-0.7238592,0.4691522,0.6374757
ENSG00000228976.1,0.5534635,-0.5425342,0.4358704,-1.244715,0.2132367,0.3764839
ENSG00000228979.4,3.208465,-0.1058469,0.1728583,-0.6123332,0.5403173,0.696699
ENSG00000228980.3,0.3783945,0.02537214,0.5415426,0.0468516,0.9626315,NA
ENSG00000228981.3,26.46919,-0.1080149,0.1313971,-0.8220492,0.4110489,0.5855704
ENSG00000228982.1,0.09529197,0.2266037,0.8414793,0.269292,0.787705,NA
ENSG00000228983.7,1.11396,0.5076232,0.3423473,1.482772,0.1381349,0.2765391
ENSG00000228986.1,1.894896,-0.06034979,0.225286,-0.2678807,0.7887911,0.8775043
ENSG00000228988.1,0.5396859,-0.275915,0.3428071,-0.8048696,0.4208949,0.5945967
ENSG00000228989.1,190.8841,0.2206891,0.08363666,2.638665,0.008323314,0.03315388
ENSG00000228992.2,0.6520874,-0.2544776,0.2893438,-0.8794991,0.3791307,0.5555467
ENSG00000228995.1,1.068747,-0.2958489,0.3752077,-0.7884937,0.430408,0.6031061
ENSG00000228997.1,0.3365908,-0.03111196,0.4349735,-0.0715261,0.9429791,NA
ENSG00000229000.1,0.3712275,-0.3315684,0.3375848,-0.9821782,0.3260121,NA
ENSG00000229001.1,1.080443,-0.06599362,0.2520961,-0.2617796,0.7934913,0.8799935
ENSG00000229002.1,0.5415675,0.3895706,0.5093582,0.7648265,0.4443748,0.615842
ENSG00000229005.2,0.07003386,0.134532,1.566692,0.08587014,0.9315697,NA
ENSG00000229007.1,14.78702,-0.00665214,0.1694706,-0.03925247,0.9686891,0.9832058
