ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000161973.9,3.192965553,0.289871966,0.186944486,1.550577781,0.1210029,0.250960401
ENSG00000161980.5,1527.996569,-0.174897635,0.086010224,-2.03345168,0.042006911,0.114444565
ENSG00000161981.9,2241.224455,-0.051993395,0.084206341,-0.617452257,0.536936463,0.69363109
ENSG00000161992.5,1.485869568,-0.292669124,0.308735064,-0.947962049,0.343148775,0.520858011
ENSG00000161996.16,2837.93162,0.375659897,0.101404742,3.70455946,0.000211758,0.001739549
ENSG00000161999.10,3658.908443,0.017909805,0.075663633,0.23670295,0.812887247,0.892723456
ENSG00000162004.15,494.0673167,0.516408304,0.175192942,2.947654732,0.003201945,0.015664317
ENSG00000162006.8,13.58617007,-0.866717193,0.307312226,-2.820314713,0.004797657,0.021514085
ENSG00000162009.8,2.814372272,0.146287659,0.417469887,0.350414876,0.726027364,0.835838147
ENSG00000162032.14,131.1134255,0.518401021,0.10883586,4.763145337,1.91E-06,3.56E-05
ENSG00000162039.13,1.735901618,-0.512947096,0.261971621,-1.958025429,0.050227029,0.130900986
ENSG00000162040.6,6.059174287,-0.592635498,0.307640633,-1.926388889,0.054055834,0.138519849
ENSG00000162062.13,400.3074181,0.063747942,0.127876999,0.498509836,0.618124738,0.758143876
ENSG00000162063.11,1599.452305,-0.501739027,0.093775266,-5.350440966,8.77E-08,2.79E-06
ENSG00000162065.10,1938.618063,-0.281075204,0.079423626,-3.538936934,0.000401742,0.002935522
ENSG00000162066.13,1182.784224,0.372884903,0.098806489,3.773890827,0.000160721,0.001392726
ENSG00000162068.1,8.0721306,-0.374528914,0.187214677,-2.000531797,0.04544287,0.121399608
ENSG00000162069.13,2169.243318,0.41353803,0.12268863,3.370630444,0.000749964,0.004849593
ENSG00000162073.12,1932.901609,-0.162443598,0.1221859,-1.32947908,0.183689963,0.339217925
ENSG00000162076.11,1992.570773,0.209416106,0.098649899,2.122821296,0.03376883,0.097023831
ENSG00000162078.10,5573.583676,0.023975158,0.154729375,0.154948976,0.876861542,0.93210143
ENSG00000162086.13,1783.108256,-0.071430639,0.077239726,-0.924791458,0.355074395,0.532401129
ENSG00000162104.8,3423.159229,-0.023656532,0.100583358,-0.235193298,0.814058707,0.893586334
ENSG00000162105.15,3714.277776,0.255822976,0.130575022,1.959203,0.050089018,0.130602377
ENSG00000162129.11,954.2416242,-0.424676017,0.081565833,-5.206543006,1.92E-07,5.30E-06
ENSG00000162139.8,1212.123275,-0.112484719,0.08959125,-1.255532429,0.209285543,0.371422255
ENSG00000162144.8,2295.60191,-0.021156809,0.064528125,-0.327869573,0.74301028,0.847033022
ENSG00000162148.9,156.5931453,0.538182028,0.114265932,4.709907992,2.48E-06,4.42E-05
ENSG00000162174.11,739.5072748,0.171944054,0.1932861,0.889583128,0.373689769,0.550314645
ENSG00000162188.5,17.04256613,-0.198224424,0.129438004,-1.531423677,0.125664716,0.258049895
ENSG00000162191.12,4789.956828,0.188286722,0.086094068,2.186988337,0.028743375,0.085705508
ENSG00000162194.11,191.2066334,0.19292938,0.075105343,2.5687837,0.010205614,0.03889999
ENSG00000162222.12,1113.37971,-0.279971312,0.049799882,-5.621927227,1.89E-08,7.74E-07
ENSG00000162227.6,675.8803959,0.058731107,0.066649056,0.881199392,0.378209908,0.554722358
ENSG00000162231.12,5001.181787,0.165800789,0.046337519,3.578111041,0.000346086,0.002593454
ENSG00000162236.10,3246.555979,-0.002718362,0.05174117,-0.05253769,0.958100264,0.977187125
ENSG00000162241.11,847.0003772,0.235014787,0.077674527,3.025635237,0.002481114,0.012804229
ENSG00000162244.9,30365.0014,0.156206212,0.082093502,1.902784126,0.057068719,0.144213297
ENSG00000162267.11,80.74745885,1.09327614,0.122317031,8.938053258,3.96E-19,3.77E-16
ENSG00000162298.15,5437.121163,-0.132406786,0.063316309,-2.091195588,0.036510535,0.103101627
ENSG00000162300.10,477.3668445,-0.009614628,0.06697415,-0.1435573,0.885850061,0.937261998
ENSG00000162302.11,2039.041634,-0.005513233,0.080881186,-0.068164595,0.94565461,0.970200596
ENSG00000162337.10,4856.515854,0.008611776,0.086945746,0.099047697,0.921100399,0.957192637
ENSG00000162341.14,1038.831742,0.255449589,0.089647705,2.849482764,0.004379038,0.02006519
ENSG00000162344.3,5.90174546,-0.013827568,0.238536794,-0.057968283,0.953773893,0.97473678
ENSG00000162365.10,26.85186866,1.052644887,0.28422037,3.70362225,0.000212543,0.001744066
ENSG00000162366.6,1759.085687,-0.414691305,0.190319234,-2.178924837,0.029337252,0.087120719
ENSG00000162367.10,196.0547983,0.576257609,0.103024622,5.593396975,2.23E-08,8.83E-07
ENSG00000162368.12,8413.861135,-0.256595072,0.056859404,-4.51279917,6.40E-06,9.78E-05
ENSG00000162373.11,208.1722197,0.293078928,0.103662117,2.827252,0.004694937,0.021169541
ENSG00000162374.15,23.078621,-0.552434675,0.133615581,-4.134507911,3.56E-05,0.000407793
ENSG00000162377.5,1473.567199,-0.544678325,0.070303748,-7.747500536,9.37E-15,2.92E-12
ENSG00000162378.11,2447.059215,-0.217739562,0.061476018,-3.541861816,0.000397314,0.002906976
ENSG00000162383.10,85.03486615,0.877537173,0.139852908,6.274715257,3.50E-10,2.79E-08
ENSG00000162384.12,1840.507555,0.009484981,0.051150009,0.185434599,0.852888173,0.917745784
ENSG00000162385.9,1505.464604,-0.26444922,0.069691058,-3.794593291,0.000147886,0.001302623
ENSG00000162390.16,145.2487292,-0.239991718,0.133135898,-1.802607129,0.071449937,0.170650479
ENSG00000162391.10,8.761881544,0.04218326,0.155052892,0.272057226,0.785578018,0.875082465
ENSG00000162396.5,444.0426482,-0.3673939,0.06144038,-5.979681456,2.24E-09,1.34E-07
ENSG00000162398.10,10.49980121,-0.352424592,0.170628437,-2.065450515,0.038880393,0.108095916
ENSG00000162399.6,5.290626837,0.386424504,0.230330237,1.677697678,0.093406133,0.208107371
ENSG00000162402.11,5058.588606,-0.214206269,0.066787725,-3.207270046,0.001340011,0.007775791
ENSG00000162407.8,3908.133737,0.176477607,0.0935028,1.887404522,0.059105937,0.148047565
ENSG00000162408.10,1476.230079,-0.054764436,0.045407509,-1.206065628,0.227792187,0.394315604
ENSG00000162409.9,1007.166119,-0.114802118,0.189950936,-0.604377741,0.545592531,0.700775551
ENSG00000162413.15,3005.404041,-0.13546295,0.084859286,-1.596324414,0.110416382,0.234744626
ENSG00000162415.6,389.6672279,0.160149432,0.131982837,1.213411042,0.224972707,0.390732581
ENSG00000162419.11,1287.18249,-0.057015903,0.042417707,-1.34415336,0.1788988,0.332580414
ENSG00000162426.13,166.9700553,0.077481235,0.109425686,0.708071734,0.478900712,0.645862847
ENSG00000162430.15,10875.44985,-0.143201189,0.058598507,-2.443768567,0.014534747,0.051194434
ENSG00000162433.13,2135.101822,-0.445773751,0.143721888,-3.10164134,0.00192451,0.010433432
ENSG00000162434.10,12509.45194,-0.09225854,0.068564755,-1.345567991,0.17844188,0.332014224
ENSG00000162437.13,1129.946966,-0.229803166,0.098488082,-2.333309381,0.019631913,0.064300244
ENSG00000162438.10,4.426689067,0.623915353,0.180797201,3.450912685,0.000558694,0.003825406
ENSG00000162441.10,1616.916402,-0.21329456,0.056642645,-3.765617952,0.000166138,0.001430764
ENSG00000162444.11,708.6016433,0.21557787,0.136866663,1.575094077,0.115234731,0.242125132
ENSG00000162456.8,1.279066122,0.080896448,0.454748545,0.177892703,0.858807242,0.92131558
ENSG00000162458.11,4058.326163,-0.358743474,0.098545566,-3.640381687,0.000272234,0.002129392
ENSG00000162460.6,5.184973375,0.138197408,0.333311061,0.414619928,0.678420157,0.803184243
ENSG00000162461.7,64.93730272,0.70165018,0.100753876,6.964001829,3.31E-12,5.59E-10
ENSG00000162482.4,1363.340122,0.041479245,0.20768924,0.199717835,0.841701265,0.910555425
ENSG00000162490.6,108.9383464,-0.78413659,0.160018406,-4.900289971,9.57E-07,1.99E-05
ENSG00000162493.15,1465.374503,-0.218832422,0.117683216,-1.859504089,0.06295572,0.155077437
ENSG00000162494.5,3.080748042,-0.143799018,0.252300219,-0.569952015,0.568710245,0.719350911
ENSG00000162496.7,2835.452334,-0.146459149,0.090910232,-1.611030416,0.107173093,0.229881034
ENSG00000162510.5,12.41160583,-0.069605705,0.104850378,-0.66385745,0.506781551,0.668850837
ENSG00000162511.7,13538.27941,-0.031072777,0.11014082,-0.282118625,0.777852553,0.870110614
ENSG00000162512.14,7199.248618,-0.08418418,0.078701217,-1.069668082,0.284768738,0.460187979
ENSG00000162517.11,4709.662682,-0.114103239,0.050112798,-2.276928124,0.022790518,0.071811829
ENSG00000162520.13,311.1374524,-0.050554585,0.113209485,-0.446557856,0.65519433,0.786475114
ENSG00000162521.17,12274.49579,-0.31939879,0.053775621,-5.9394719,2.86E-09,1.61E-07
ENSG00000162522.9,15614.03173,-0.058525647,0.066796902,-0.876173073,0.380935953,0.557245914
ENSG00000162526.6,26.90518145,0.28571385,0.121950585,2.342865764,0.019136267,0.063084674
ENSG00000162542.12,1798.698937,-0.013536776,0.073373537,-0.184491254,0.853628088,0.918238039
ENSG00000162543.5,1545.699004,0.203637365,0.157842334,1.290131486,0.197005009,0.356324328
ENSG00000162545.5,4832.424239,0.333348799,0.124548987,2.676447293,0.007440727,0.030316202
ENSG00000162551.12,1335.408003,0.134635126,0.160907483,0.836723834,0.402747819,0.577583278
ENSG00000162552.13,802.7435006,0.120413455,0.170731406,0.70528005,0.480635973,0.647352687
ENSG00000162571.12,23.93194378,0.59991636,0.137622755,4.359136406,1.31E-05,0.000177246
ENSG00000162572.18,326.1451513,0.9909535,0.143150745,6.922447359,4.44E-12,7.10E-10
ENSG00000162576.15,8757.605947,0.187993757,0.117052644,1.606061603,0.108260375,0.231460172
ENSG00000162585.15,2278.264791,0.361397126,0.092273089,3.916603722,8.98E-05,0.000868919
ENSG00000162591.14,1928.641615,0.553349181,0.12540903,4.412355165,1.02E-05,0.000144689
ENSG00000162592.7,5.729403455,-0.253205719,0.17381055,-1.45679142,0.145173965,0.286543219
ENSG00000162594.13,4.684507878,-0.004208957,0.226666725,-0.018568922,0.985184995,0.99251206
ENSG00000162595.4,270.0463018,0.674618759,0.201851418,3.342155169,0.000831306,0.005293976
ENSG00000162598.12,1.214979824,0.12252904,0.376230453,0.325675497,0.744669885,0.848057612
ENSG00000162599.14,6077.081451,0.058173186,0.09785284,0.594496654,0.552179979,0.706142178
ENSG00000162600.10,1308.846291,-0.031320118,0.065356106,-0.479222519,0.631780336,0.768490099
ENSG00000162601.8,2508.48959,0.1632406,0.087473591,1.866170103,0.062017571,0.153380846
ENSG00000162604.11,1458.392686,-0.067337339,0.052281807,-1.287968855,0.197756805,0.35725346
ENSG00000162607.11,3768.135794,-0.524650235,0.081545561,-6.433829465,1.24E-10,1.14E-08
ENSG00000162613.15,6196.1202,-0.197255938,0.050096169,-3.937545364,8.23E-05,0.000809744
ENSG00000162614.17,694.6843277,0.006756841,0.108844289,0.062078043,0.950500682,0.973284415
ENSG00000162616.8,1195.347445,0.147868236,0.085864271,1.722116019,0.085048504,0.194120772
ENSG00000162618.11,2002.562692,0.201547174,0.098344446,2.049400675,0.040422951,0.111141037
ENSG00000162620.14,79.83540325,-0.040444402,0.117671534,-0.34370591,0.731067466,0.839205649
ENSG00000162621.6,1.242332039,1.090598705,0.406622857,2.68208903,0.007316399,0.029937837
ENSG00000162623.14,1446.880364,-0.025198498,0.060321814,-0.417734425,0.6761413,0.801740365
ENSG00000162624.13,4.850445609,-0.356289034,0.300461853,-1.185804556,0.235699492,0.403861058
ENSG00000162627.15,1234.705274,-0.331974215,0.083106632,-3.994557443,6.48E-05,0.00066585
ENSG00000162630.5,19.24242179,0.527535708,0.141152369,3.737349311,0.00018597,0.001565619
ENSG00000162631.17,325.3424233,0.041935291,0.33273957,0.126030368,0.899707886,0.945548241
ENSG00000162636.14,3597.26784,-0.106006252,0.103324224,-1.025957399,0.304911665,0.481908422
ENSG00000162639.14,923.4112645,-0.597108645,0.121326783,-4.921490801,8.59E-07,1.83E-05
ENSG00000162641.17,23.48449958,-0.192451576,0.132094816,-1.456919969,0.145138473,0.286502156
ENSG00000162642.12,836.1793157,-0.070396822,0.05029793,-1.399596816,0.161634088,0.309647861
ENSG00000162643.11,49.99536782,-0.284837838,0.159298711,-1.788073711,0.073764116,0.174659244
ENSG00000162645.11,7133.648472,-0.033604727,0.11972815,-0.280675238,0.778959503,0.870713393
ENSG00000162650.14,335.748235,0.029192249,0.093284363,0.312938291,0.754327545,0.855112053
ENSG00000162654.8,3639.458651,-0.32359098,0.168577156,-1.919542286,0.05491574,0.140115948
ENSG00000162664.15,2040.145646,-0.030653095,0.053057604,-0.577732372,0.56344482,0.715135157
ENSG00000162669.14,13.57328769,-0.166587476,0.165352795,-1.007466947,0.313710434,0.49055922
ENSG00000162670.9,399.2366906,1.795249928,0.469112489,3.826907127,0.000129763,0.00116994
ENSG00000162676.10,123.2689544,0.139024689,0.162054919,0.857886266,0.390955269,0.566592209
ENSG00000162685.6,0.200693654,-0.279109357,0.595230582,-0.468909637,0.639134227,NA
ENSG00000162687.15,52.73792895,-0.011654462,0.141887031,-0.082139023,0.934536162,0.964475139
ENSG00000162688.14,4130.689233,-0.052656961,0.13491501,-0.390297279,0.696316735,0.816100116
ENSG00000162692.9,2198.62248,-0.501770747,0.144183442,-3.480085783,0.000501253,0.003504461
ENSG00000162694.12,861.9164399,-0.132341628,0.063182347,-2.094598144,0.03620673,0.102377108
ENSG00000162695.10,2924.377905,-0.220675811,0.06083281,-3.627578802,0.000286091,0.002217124
ENSG00000162699.5,0.139808023,0.232220946,1.038119844,0.223693774,0.822995591,NA
ENSG00000162702.7,3628.803896,0.073606536,0.092980591,0.791633339,0.428574502,0.601509154
ENSG00000162704.14,11025.25634,-0.204063606,0.069398486,-2.940461935,0.003277233,0.015945548
ENSG00000162706.11,258.7781164,0.202263787,0.203698744,0.992955491,0.320731645,0.498005292
ENSG00000162711.15,298.0466083,0.343889835,0.118955133,2.890920512,0.003841153,0.018098776
ENSG00000162714.11,3055.776885,0.070851341,0.062862377,1.127086583,0.259705875,0.432126828
ENSG00000162722.8,238.1950108,-0.120605905,0.204998298,-0.588326373,0.556313247,0.709407132
ENSG00000162723.8,36.22633289,0.493213488,0.188896994,2.611018195,0.009027309,0.035393822
ENSG00000162727.3,0.029120298,0.064651013,2.829884446,0.022845814,0.981773263,NA
ENSG00000162728.4,5.018268864,-0.768029164,0.19537764,-3.930998262,8.46E-05,0.000827734
ENSG00000162729.12,5708.481905,0.174743929,0.092521769,1.888679085,0.058934843,0.14782782
ENSG00000162733.15,3087.245125,-0.046855054,0.11213812,-0.417833417,0.676068917,0.801714408
ENSG00000162734.11,17836.80437,-0.061720943,0.076248897,-0.809466705,0.418246747,0.591933324
ENSG00000162735.17,6242.524545,0.114873306,0.060305354,1.904860803,0.056798168,0.143749186
ENSG00000162736.14,10927.45488,-0.096165516,0.064831686,-1.483310444,0.137991949,0.276300525
ENSG00000162738.5,3280.673554,-0.035038306,0.149334829,-0.234629164,0.814496572,0.893802867
ENSG00000162739.12,423.1473703,0.075831819,0.198555656,0.381917196,0.702522785,0.820366945
ENSG00000162745.9,4468.742271,-0.053282374,0.11185761,-0.47634107,0.63383141,0.770096577
ENSG00000162746.13,222.5286651,-0.696436324,0.232267587,-2.998422349,0.002713813,0.013738736
ENSG00000162747.8,28.81757387,-0.671541808,0.18572076,-3.615868296,0.000299343,0.002301074
ENSG00000162753.11,1.832781655,-0.199142427,0.253812982,-0.784603001,0.43268637,0.605363673
ENSG00000162755.12,738.2989736,0.541245402,0.133762454,4.046317829,5.20E-05,0.000555951
ENSG00000162757.4,530.324284,-0.360444839,0.07426149,-4.853724869,1.21E-06,2.44E-05
ENSG00000162761.13,13.66398137,0.326702938,0.196348683,1.663891669,0.09613408,0.212618784
ENSG00000162763.3,2.577020134,0.139478311,0.3118458,0.447266921,0.654682348,0.786054037
ENSG00000162769.11,1569.593949,-0.078586579,0.085983393,-0.913973918,0.360730551,0.538013543
ENSG00000162771.7,0.185584216,0.000521309,0.646800483,0.000805981,0.99935692,NA
ENSG00000162772.15,3939.279873,1.47600939,0.184513123,7.999481907,1.25E-15,5.08E-13
ENSG00000162775.13,809.6248707,-0.216289577,0.056457161,-3.831038854,0.000127603,0.001154074
ENSG00000162777.15,3343.005127,0.031257944,0.073529586,0.425107034,0.67075865,0.797964092
ENSG00000162779.19,26.45921883,0.590557493,0.187164354,3.155288281,0.001603396,0.008975704
ENSG00000162782.14,829.9576282,0.125599843,0.154193334,0.814560785,0.415323765,0.589142998
ENSG00000162783.10,2540.719827,0.287219037,0.105265258,2.728526399,0.0063618,0.026857108
ENSG00000162804.12,1832.838966,0.241951784,0.1047024,2.31085233,0.020841013,0.067177526
ENSG00000162813.16,3100.707214,-0.073812747,0.06433576,-1.147305111,0.251255542,0.42264493
ENSG00000162814.9,401.1225909,0.446759526,0.124164642,3.598121956,0.000320523,0.002435103
ENSG00000162817.6,3026.237003,-0.005312802,0.12626391,-0.042076962,0.966437345,0.982103767
ENSG00000162819.10,5455.089607,-0.095279306,0.07168127,-1.329207837,0.18377941,0.33932521
ENSG00000162825.15,205.6631152,0.132527037,0.078842872,1.680900693,0.092782205,0.206929991
ENSG00000162836.10,1479.139126,0.15923267,0.095501787,1.6673266,0.09544948,0.211500347
ENSG00000162840.4,13.11166997,0.428180108,0.192687254,2.222150658,0.026273126,0.080081817
ENSG00000162843.16,14.81774646,0.074661439,0.160699424,0.464603027,0.642215764,0.776174026
ENSG00000162849.14,2346.063997,-0.254975631,0.139174658,-1.832055022,0.066943223,0.162291903
ENSG00000162851.7,1526.751079,-0.138886017,0.065906902,-2.107306093,0.035091056,0.099968764
ENSG00000162852.12,2717.863518,0.047075182,0.066532922,0.707547187,0.4792265,0.646143173
ENSG00000162869.14,1515.758327,-0.077290991,0.043209845,-1.788735679,0.073657394,0.174523065
ENSG00000162873.13,74.11872057,-0.579753041,0.134092929,-4.32351688,1.54E-05,0.000202744
ENSG00000162877.11,14.94903309,0.42520263,0.140124917,3.034454113,0.002409714,0.012514346
ENSG00000162878.11,590.9746416,0.102060498,0.137950063,0.739836546,0.459399181,0.629021509
ENSG00000162881.6,78.78820928,0.321447298,0.151482176,2.122013999,0.033836562,0.097167896
ENSG00000162882.13,278.4066028,0.260126355,0.115489086,2.252389074,0.024297696,0.07536787
ENSG00000162885.11,828.4562054,-0.34579031,0.097986459,-3.528960163,0.000417196,0.003020941
ENSG00000162888.4,15.14066165,0.165947007,0.147167243,1.127608315,0.259485374,0.431885346
ENSG00000162889.9,15441.47861,0.017247617,0.08143091,0.21180676,0.832257794,0.904654251
ENSG00000162891.9,283.3826157,0.864066657,0.292624766,2.952814519,0.003148911,0.015461966
ENSG00000162892.14,280.8542244,0.458503372,0.153924841,2.9787484,0.002894283,0.014461037
ENSG00000162894.10,1084.338,0.275980153,0.15087321,1.829219068,0.067366797,0.163118131
ENSG00000162896.5,2095.510789,0.168481342,0.264076865,0.638001144,0.523472936,0.682841013
ENSG00000162897.13,14.17502269,0.557711053,0.3188497,1.749134635,0.08026775,0.186027769
ENSG00000162909.16,16591.8635,-0.057831083,0.090413297,-0.639630283,0.52241299,0.682074148
ENSG00000162910.17,2388.611127,0.387455807,0.10291551,3.764795089,0.000166686,0.001434218
ENSG00000162913.9,80.54188241,0.36126177,0.128179202,2.818411757,0.004826187,0.021606521
ENSG00000162923.13,10920.72161,-0.013177361,0.060228213,-0.218790505,0.826813244,0.901167785
ENSG00000162924.12,1155.062638,-0.037751308,0.131870224,-0.286276209,0.774666578,0.868153531
ENSG00000162927.12,618.4685008,-0.216195352,0.059662605,-3.623632485,0.000290494,0.002245891
ENSG00000162928.8,2719.401346,-0.289869887,0.054361287,-5.332285252,9.70E-08,3.03E-06
ENSG00000162929.12,828.7632975,-0.330910237,0.071667205,-4.617317486,3.89E-06,6.48E-05
ENSG00000162931.10,329.3292935,0.121116554,0.198434225,0.610361212,0.541622557,0.697743922
ENSG00000162944.9,282.0901473,-0.063892403,0.102016009,-0.626297807,0.531119624,0.689105986
ENSG00000162946.19,356.6938032,-0.153600471,0.092653085,-1.657802015,0.097357435,0.214461222
ENSG00000162947.4,1.098644395,0.053110493,0.383325575,0.138551917,0.889804242,0.939637904
ENSG00000162949.15,2532.405204,0.060842689,0.155287708,0.391806215,0.695201403,0.815160264
ENSG00000162951.9,1.558236393,0.345249608,0.275191952,1.254577414,0.209632207,0.371867156
ENSG00000162959.12,178.2957779,-0.121516862,0.055027801,-2.208281252,0.027224673,0.08233886
ENSG00000162961.12,2330.700014,-0.153060801,0.064691389,-2.366015078,0.017980712,0.060195962
ENSG00000162971.9,597.2256951,0.015794648,0.05219714,0.302596044,0.76219773,0.86033383
ENSG00000162972.9,886.8233505,-0.185376862,0.046459307,-3.990091006,6.60E-05,0.000676467
ENSG00000162975.4,475.9547231,-0.313757169,0.271211757,-1.156871562,0.247324839,0.417671815
ENSG00000162976.11,2194.986228,-0.200609733,0.078024691,-2.571105769,0.010137436,0.038713715
ENSG00000162980.15,2960.423564,-0.189390158,0.057864963,-3.272967724,0.001064246,0.006473086
ENSG00000162981.13,1117.691754,0.080326829,0.169660932,0.473455077,0.635888544,0.77167917
ENSG00000162989.4,2214.331625,-0.357696436,0.381658171,-0.937216763,0.348647069,0.526392874
ENSG00000162992.3,0.320667751,-0.06978999,0.587456711,-0.118800226,0.905433629,NA
ENSG00000162994.14,237.5754696,0.255058245,0.081264042,3.13863597,0.001697362,0.009423292
ENSG00000162997.14,83.22028271,0.145747367,0.093828946,1.55333053,0.12034419,0.249913103
ENSG00000162998.4,1456.798197,0.304063282,0.138448009,2.196227193,0.028075686,0.084254718
ENSG00000162999.11,211.0851217,-0.05057866,0.082625764,-0.612141514,0.540444133,0.696755536
ENSG00000163001.10,2355.200662,0.105922202,0.054953583,1.927484924,0.053919225,0.138301589
ENSG00000163002.11,783.5115739,-0.14538515,0.048927803,-2.971421976,0.002964242,0.014720087
ENSG00000163006.10,329.238523,-0.182519164,0.080834103,-2.257947546,0.02394893,0.074594463
ENSG00000163009.7,33.20366432,-0.289774427,0.207356196,-1.397471755,0.162271755,0.310533979
ENSG00000163012.3,0.286853532,0.122118247,0.444170268,0.274935664,0.783365667,NA
ENSG00000163013.10,1106.540126,0.117931564,0.091014934,1.295738612,0.195065554,0.353701947
ENSG00000163016.8,31.57702445,0.037717115,0.14702384,0.256537412,0.797535896,0.882826955
ENSG00000163017.12,2018.941324,-0.32066107,0.217544573,-1.474001701,0.140481133,0.279851455
ENSG00000163026.10,652.7821064,-0.118352516,0.050952211,-2.322814135,0.020189139,0.065613021
ENSG00000163029.14,2380.431429,-0.260316598,0.065308809,-3.985933959,6.72E-05,0.00068608
ENSG00000163032.10,316.2798017,0.096701485,0.175567899,0.550792519,0.581775913,0.729516921
ENSG00000163040.13,3583.642804,1.005279637,0.209036854,4.809102401,1.52E-06,2.95E-05
ENSG00000163041.8,3284.577738,-0.234359966,0.073296653,-3.197417018,0.001386643,0.007995229
ENSG00000163046.14,1.412848724,0.236851759,0.342854536,0.690822884,0.489676853,0.654378563
ENSG00000163050.15,3436.66467,0.171303559,0.079932945,2.143090795,0.032105808,0.093261037
ENSG00000163053.9,802.4667419,0.090919413,0.111835998,0.812970903,0.416234741,0.590027605
ENSG00000163060.7,13.91008416,0.393507222,0.233809164,1.68302737,0.092369793,0.206234291
ENSG00000163064.6,510.7278052,-2.3723511,0.242052668,-9.80097066,1.12E-22,1.98E-19
ENSG00000163069.11,2311.283345,-0.13119517,0.081042584,-1.618842396,0.105481178,0.227174103
ENSG00000163071.9,760.2325516,-0.035726332,0.148628699,-0.240373039,0.810041077,0.890846602
ENSG00000163072.13,2095.533087,0.539208012,0.133615051,4.035533469,5.45E-05,0.000577687
ENSG00000163075.11,82.7024537,-0.32835479,0.211760438,-1.55059554,0.120998642,0.250960401
ENSG00000163081.2,1.028525495,0.282045366,0.328371238,0.858922263,0.390383406,0.566097883
ENSG00000163082.9,494.8624472,0.065154481,0.212417307,0.306728685,0.759049894,0.858245789
ENSG00000163083.5,2368.020824,0.304312073,0.142640992,2.13341248,0.032890904,0.09508262
ENSG00000163092.18,1.382682069,0.206492282,0.329610732,0.626473175,0.531004626,0.689094596
ENSG00000163093.10,538.1311457,0.413163178,0.070532543,5.857766612,4.69E-09,2.44E-07
ENSG00000163098.4,0.107270867,0.03095624,0.872340965,0.0354864,0.971691891,NA
ENSG00000163104.16,2474.465439,-0.11317045,0.064006603,-1.768105847,0.07704321,0.180365441
ENSG00000163106.9,209.803596,0.437144162,0.119862043,3.647060837,0.000265257,0.002083812
ENSG00000163110.13,10437.28112,-0.664007225,0.108684816,-6.109475558,1.00E-09,6.78E-08
ENSG00000163114.5,0.147821393,-0.010130388,0.781968631,-0.01295498,0.989663711,NA
ENSG00000163116.8,14.20571496,0.14860183,0.146144257,1.016816076,0.309240933,0.486181481
ENSG00000163121.8,131.5585439,0.109571101,0.194800217,0.56247936,0.573789462,0.723320541
ENSG00000163125.14,5816.92845,-0.046572104,0.073184581,-0.636364972,0.524538566,0.683613902
ENSG00000163126.13,73.36713893,0.508332851,0.091731321,5.541540739,3.00E-08,1.14E-06
ENSG00000163131.9,6237.492287,-0.227325665,0.132953339,-1.70981539,0.087300016,0.197755675
ENSG00000163132.6,244.5868303,0.209142683,0.118302664,1.767861149,0.077084119,0.180400222
ENSG00000163138.17,662.0977414,0.041794734,0.047508193,0.879737405,0.379001581,0.555515843
ENSG00000163141.17,2563.588428,0.617896376,0.15941959,3.875912469,0.000106226,0.000994739
ENSG00000163145.11,196.9981916,0.852130491,0.176873161,4.817748988,1.45E-06,2.85E-05
ENSG00000163154.5,314.561174,0.111791292,0.1163405,0.960897466,0.336603725,0.514197843
ENSG00000163155.10,939.259936,0.011100463,0.074374811,0.149250302,0.881356129,0.934542188
ENSG00000163156.10,1804.084138,-0.057753274,0.077959795,-0.740808444,0.458809595,0.628586609
ENSG00000163159.10,3329.690931,-0.090515145,0.070565725,-1.282706953,0.199594763,0.359541813
ENSG00000163161.11,2915.712468,-0.054780128,0.037347589,-1.466764779,0.142440054,0.282821223
ENSG00000163162.7,3419.607295,-0.099836434,0.043455497,-2.297440859,0.021593633,0.068982216
ENSG00000163166.12,3282.96456,-0.151774041,0.04138806,-3.667097237,0.00024532,0.001956738
ENSG00000163170.10,681.0822382,-0.193110845,0.071352175,-2.706446498,0.006800754,0.028266675
ENSG00000163171.7,2218.196524,-0.000517048,0.115694621,-0.004469075,0.996434206,0.998029647
ENSG00000163191.5,29083.11338,-0.277094704,0.105389318,-2.629248481,0.008557381,0.033926884
ENSG00000163202.4,0.082491761,-0.277312041,1.120621211,-0.24746278,0.804550093,NA
ENSG00000163206.5,0.138523263,0.449401965,1.54238122,0.29136893,0.770769175,NA
ENSG00000163207.6,21.33415728,0.133041862,0.402420337,0.33060422,0.740943458,0.845764292
ENSG00000163209.13,8.70935349,-0.582357832,0.490846639,-1.186435406,0.235450396,0.40352286
ENSG00000163214.19,1710.777315,-0.135745506,0.047079991,-2.883295064,0.003935386,0.01844153
ENSG00000163216.6,1.582710613,-2.424721208,0.890839033,-2.721839882,0.006491959,0.027279653
ENSG00000163217.1,0.162047626,0.098364437,0.726106761,0.135468284,0.892241639,NA
ENSG00000163218.13,9.75984398,-0.91600369,0.355224459,-2.578661649,0.009918388,0.03806179
ENSG00000163219.10,1017.535934,0.155576456,0.117022016,1.329463139,0.183695219,0.339217925
ENSG00000163220.10,3471.901729,-0.933728223,0.281017842,-3.322665268,0.000891618,0.005594952
ENSG00000163221.8,4.656433804,-0.945624817,0.259630943,-3.642188432,0.00027033,0.002116419
